experiment,feature_number,network,libraryID,manual check - Library,manual check - CANOPUS,conciseConsensusLibrary,conciseConsensusCanopus,conciseConsensusLevelLibrary,GnpsJobID,Mirror Plot verified?
dataset1,11451,-1,Massbank:EA006703 Metolachlor morpholinone|4-(2-ethyl-6-methylphenyl)-5-methylmorpholin-3-one,correct,NA,Morpholines,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,3022,-1,Massbank:EA006704 Metolachlor morpholinone|4-(2-ethyl-6-methylphenyl)-5-methylmorpholin-3-one,correct,NA,Morpholines,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,8869,1449,"Massbank:EA008504 2,6-Dichlorobenzamide|2,6-bis(chloranyl)benzamide",correct,NA,Tryptamines and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,12681,5254,Massbank:EA017203 Metoprolol|1-(isopropylamino)-3-[4-(2-methoxyethyl)phenoxy]propan-2-ol,correct,incorrect,Tyrosols and derivatives,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,12681,7160,Massbank:EA017203 Metoprolol|1-(isopropylamino)-3-[4-(2-methoxyethyl)phenoxy]propan-2-ol,correct,NA,Tyrosols and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,5706,-1,Massbank:EA099211 Iminostilbene|11H-benzo[b][1]benzazepine,correct,NA,Dibenzazepines,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,16940,378,"Massbank:EA278401 DDAO| N,N-dimethyl-1-decanamine oxide|NN-Dimethyldicylamine N-oxide",correct,NA,Aminoxides,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,16940,471,"Massbank:EA278401 DDAO| N,N-dimethyl-1-decanamine oxide|NN-Dimethyldicylamine N-oxide",correct,NA,Aminoxides,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14331,280,"Massbank:EA282504 EDDP|(2E)-2-ethylidene-1,5-dimethyl-3,3-diphenyl-pyrrolidine",incorrect?,,N-alkylindoles,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14331,241,"Massbank:EA282504 EDDP|(2E)-2-ethylidene-1,5-dimethyl-3,3-diphenyl-pyrrolidine",incorrect?,,N-alkylindoles,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1348,393,"Massbank:EQ303101 Xylometazoline|2-(4-tert-butyl-2,6-dimethyl-benzyl)-2-imidazoline",incorrect?,incorrect?,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,16175,393,"Massbank:EQ303101 Xylometazoline|2-(4-tert-butyl-2,6-dimethyl-benzyl)-2-imidazoline",incorrect?,incorrect?,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1348,599,"Massbank:EQ303101 Xylometazoline|2-(4-tert-butyl-2,6-dimethyl-benzyl)-2-imidazoline",incorrect?,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,16175,599,"Massbank:EQ303101 Xylometazoline|2-(4-tert-butyl-2,6-dimethyl-benzyl)-2-imidazoline",incorrect?,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,5886,-1,Massbank:EQ357803 Aspirin|Acetyl salicilic acid|2-acetyloxybenzoic acid,correct,NA,Benzoic acids and derivatives,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,1779,5283,Massbank:EQ358904 Tributylphosphine oxide|Tri-n-butylphosphine oxide,incorrect?,NA,Steroids and steroid derivatives,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset1,1779,2976,Massbank:EQ358904 Tributylphosphine oxide|Tri-n-butylphosphine oxide,incorrect?,NA,Steroids and steroid derivatives,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset2,433,-1,Massbank:EQ363802 Triphenyl phosphate (TPP)|Triphenyl phosphate|Triphenoxyphosphine oxide,correct,NA,Phosphate esters,NA,NA,89c9d8b0a49d467390b70dd337bc7015,
dataset4,22767,190,Massbank:FIO00258 delta-Undecalactone,correct,correct,Organoheterocyclic compounds;Lactones;Delta valerolactones,Organic acids and derivatives;Carboxylic acids and derivatives,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset1,4522,605,"Massbank:FIO00378 N,N-Diethyl-3-methoxybenzamide",correct,correct,Benzene and substituted derivatives,Benzenoids,class,16616afa8edd490ea7e50cc316a20222,
dataset1,4522,414,"Massbank:FIO00378 N,N-Diethyl-3-methoxybenzamide",correct,NA,Benzene and substituted derivatives,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset1,2168,605,Massbank:FIO00397 Rebemide,correct,correct,Benzene and substituted derivatives,Benzenoids,class,16616afa8edd490ea7e50cc316a20222,
dataset1,2168,414,Massbank:FIO00397 Rebemide,correct,NA,Benzene and substituted derivatives,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset1,3001,1049,Massbank:IA000298 Resolvin D1-[d5],correct,correct,Fatty acids and conjugates,Organic acids and derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3001,3522,Massbank:IA000298 Resolvin D1-[d5],correct,NA,Fatty acids and conjugates,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14396,-1,"Massbank:IA000331 8,9-DHET-[d11]",correct,NA,Eicosanoids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,881,1280,Massbank:KW104402 N-(n-octyl)-2-pyrrolidinone,correct,correct,N-alkylpyrrolidines,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,881,1297,Massbank:KW104402 N-(n-octyl)-2-pyrrolidinone,correct,NA,N-alkylpyrrolidines,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6939,-1,Massbank:KW109402 2-(2-(2-ethoxyethoxy)ethoxy)ethanol,correct,NA,Ethers,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,2598,379,"Massbank:LU014201 2,2'-[(4-Methylphenyl)imino]diethanol|N,N-Bis(2-hydroxyethyl)-p-toluidine|2-[N-(2-hydroxyethyl)-4-methylanilino]ethanol",correct,incorrect?,Benzenoids,Organoheterocyclic compounds,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2598,669,"Massbank:LU014201 2,2'-[(4-Methylphenyl)imino]diethanol|N,N-Bis(2-hydroxyethyl)-p-toluidine|2-[N-(2-hydroxyethyl)-4-methylanilino]ethanol",correct,correct?,Toluenes,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3843,-1,"Massbank:LU019402 4-Methylphthalic anhydride|5-methyl-2-benzofuran-1,3-dione",correct?,NA,Benzofuranones,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset2,5010,-1,"Massbank:LU019403 4-Methylphthalic anhydride|5-methyl-2-benzofuran-1,3-dione",correct?,NA,Benzofuranones,NA,NA,89c9d8b0a49d467390b70dd337bc7015,
dataset1,7822,-1,"Massbank:LU022903 C.I. Basic Red 9|4-[(4-aminophenyl)-(4-iminocyclohexa-2,5-dien-1-ylidene)methyl]aniline",correct,NA,Diphenylmethanes,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,42,-1,Massbank:LU030802 Lauryldiethanolamine|2-[dodecyl(2-hydroxyethyl)amino]ethanol,correct,NA,Amines,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,18050,-1,Massbank:LU030802 Lauryldiethanolamine|2-[dodecyl(2-hydroxyethyl)amino]ethanol,correct,NA,Amines,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,15809,-1,"Massbank:LU031502 4,4'-Methylenebis(2,6-diethylaniline)|4-[(4-amino-3,5-diethylphenyl)methyl]-2,6-diethylaniline",correct,NA,Diphenylmethanes,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,2061,952,Massbank:LU035902 Dibenzylamine|N-benzyl-1-phenylmethanamine,correct,correct,Phenylmethylamines,Phenylmethylamines,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2061,674,Massbank:LU035902 Dibenzylamine|N-benzyl-1-phenylmethanamine,correct,NA,Benzene and substituted derivatives,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset1,18119,-1,"Massbank:LU042901 Norethindrone|(8R,9S,10R,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",correct,NA,Estrane steroids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,1165,-1,Massbank:LU049102 Triphenyl phosphate,correct,NA,Phosphate esters,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,434,148,"Massbank:LU052302 Acetyl tributyl citrate|tributyl 2-acetyloxypropane-1,2,3-tricarboxylate",correct,correct,Tetracarboxylic acids and derivatives,Organic acids and derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1076,148,"Massbank:LU052302 Acetyl tributyl citrate|tributyl 2-acetyloxypropane-1,2,3-tricarboxylate",correct,correct,Tetracarboxylic acids and derivatives,Organic acids and derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,15238,148,"Massbank:LU052302 Acetyl tributyl citrate|tributyl 2-acetyloxypropane-1,2,3-tricarboxylate",correct,correct,Tetracarboxylic acids and derivatives,Organic acids and derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,434,1046,"Massbank:LU052302 Acetyl tributyl citrate|tributyl 2-acetyloxypropane-1,2,3-tricarboxylate",correct,NA,Tetracarboxylic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1076,1046,"Massbank:LU052302 Acetyl tributyl citrate|tributyl 2-acetyloxypropane-1,2,3-tricarboxylate",correct,NA,Tetracarboxylic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,15238,1046,"Massbank:LU052302 Acetyl tributyl citrate|tributyl 2-acetyloxypropane-1,2,3-tricarboxylate",correct,NA,Tetracarboxylic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,2117,-1,"Massbank:LU052302 Acetyl tributyl citrate|tributyl 2-acetyloxypropane-1,2,3-tricarboxylate",correct,NA,Tetracarboxylic acids and derivatives,NA,NA,89c9d8b0a49d467390b70dd337bc7015,
dataset1,3805,-1,Massbank:LU052601 Ancymidol|cyclopropyl-(4-methoxyphenyl)-pyrimidin-5-ylmethanol,correct,NA,Anisoles,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,4429,-1,"Massbank:LU055801 3,3'-Dimethoxybenzidine|4-(4-amino-3-methoxyphenyl)-2-methoxyaniline",correct,NA,Biphenyls and derivatives,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,19158,4009,Massbank:LU071402 N-[3-(Dimethylamino)propyl]dodecanamide,correct,correct,Fatty amides,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,19158,4702,Massbank:LU071402 N-[3-(Dimethylamino)propyl]dodecanamide,correct,NA,Fatty amides,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,345,33,Massbank:LU071402 N-[3-(Dimethylamino)propyl]dodecanamide,correct,NA,Organic acids and derivatives,NA,superclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,1025,741,Massbank:LU075402 2-Hydroxy-4-methoxybenzophenone|Oxybenzone|(2-hydroxy-4-methoxyphenyl)-phenylmethanone,correct,correct,Benzophenones,Benzophenones,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1025,8236,Massbank:LU075402 2-Hydroxy-4-methoxybenzophenone|Oxybenzone|(2-hydroxy-4-methoxyphenyl)-phenylmethanone,correct,NA,Benzophenones,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,9012,-1,Massbank:LU083602 UK-156819|5-(2-Methyl-3-(pyridin-3-yl)-1H-indol-1-yl)pentanoic acid|5-(2-methyl-3-pyridin-3-ylindol-1-yl)pentanoic acid,correct,NA,Indolyl carboxylic acids and derivatives,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,14575,-1,Massbank:LU083602 UK-156819|5-(2-Methyl-3-(pyridin-3-yl)-1H-indol-1-yl)pentanoic acid|5-(2-methyl-3-pyridin-3-ylindol-1-yl)pentanoic acid,correct,NA,Indolyl carboxylic acids and derivatives,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,150,1349,"Massbank:LU100202 2,2'-(Tetradecylimino)diethanol|Tetradecyldiethanolamine",correct,correct,Amines,Amines,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,150,524,"Massbank:LU100202 2,2'-(Tetradecylimino)diethanol|Tetradecyldiethanolamine",correct,NA,Amines,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,324,924,Massbank:LU101703 2-Ethylhexyl 4-(dimethylamino)benzoate,correct,correct,Benzoic acids and derivatives,Benzoic acids and derivatives,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset2,9368,924,Massbank:LU101703 2-Ethylhexyl 4-(dimethylamino)benzoate,correct,correct,Benzoic acids and derivatives,Benzoic acids and derivatives,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,9454,5695,"Massbank:LU106302 6-Phenyl-1,3,5-triazine-2,4-diamine",correct,NA,Aminotriazines,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,9454,3124,"Massbank:LU106302 6-Phenyl-1,3,5-triazine-2,4-diamine",correct,NA,Aminotriazines,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,7249,1121,Massbank:LU109902 4-Methoxy-2-methyl-N-phenylaniline,correct,NA,Aminophenyl ethers,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,17991,1121,Massbank:LU109902 4-Methoxy-2-methyl-N-phenylaniline,correct,NA,Aminophenyl ethers,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,7249,3075,Massbank:LU109902 4-Methoxy-2-methyl-N-phenylaniline,correct,NA,Aminophenyl ethers,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,17991,3075,Massbank:LU109902 4-Methoxy-2-methyl-N-phenylaniline,correct,NA,Aminophenyl ethers,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1202,204,Massbank:LU119202 Ethyl 3-(N-butylacetamido)propionate|Ethyl butylacetylaminopropionate|ethyl 3-[acetyl(butyl)amino]propanoate,correct,correct,Carboxylic acid derivatives,Carboxylic acids and derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1202,2021,Massbank:LU119202 Ethyl 3-(N-butylacetamido)propionate|Ethyl butylacetylaminopropionate|ethyl 3-[acetyl(butyl)amino]propanoate,correct,NA,Carboxylic acid derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset4,9,31,Massbank:MSJ00126 Echinenone,correct,correct,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,140,31,Massbank:MSJ00126 Echinenone,correct,correct,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,430,31,Massbank:MSJ00135 Alpha-Carotene,correct,correct,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,4511,2363,Massbank:MSJ00135 Alpha-Carotene,correct,correct,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,6887,31,Massbank:MSJ00135 Alpha-Carotene,correct,correct,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,15414,31,Massbank:MSJ00135 Alpha-Carotene,correct,correct,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,35039,2363,"Massbank:MSJ00139 beta-Carotene|beta,beta-Carotene",correct,correct,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,2107,264,Massbank:MSJ00148 Squalene,correct,correct,Lipids and lipid-like molecules;Prenol lipids,Lipids and lipid-like molecules;Prenol lipids,class,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,2854,264,Massbank:MSJ00148 Squalene,correct,correct,Lipids and lipid-like molecules;Prenol lipids,Lipids and lipid-like molecules;Prenol lipids,class,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,3651,264,Massbank:MSJ00148 Squalene,correct,correct,Lipids and lipid-like molecules;Prenol lipids,Lipids and lipid-like molecules;Prenol lipids,class,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,4111,264,Massbank:MSJ00148 Squalene,correct,correct,Lipids and lipid-like molecules;Prenol lipids,Lipids and lipid-like molecules;Prenol lipids,class,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,21345,264,Massbank:MSJ00148 Squalene,correct,correct,Lipids and lipid-like molecules;Prenol lipids,Lipids and lipid-like molecules;Prenol lipids,class,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,21526,264,Massbank:MSJ00148 Squalene,correct,correct,Lipids and lipid-like molecules;Prenol lipids,Lipids and lipid-like molecules;Prenol lipids,class,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,21746,264,Massbank:MSJ00148 Squalene,correct,correct,Lipids and lipid-like molecules;Prenol lipids,Lipids and lipid-like molecules;Prenol lipids,class,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,22961,264,Massbank:MSJ00148 Squalene,correct,correct,Lipids and lipid-like molecules;Prenol lipids,Lipids and lipid-like molecules;Prenol lipids,class,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,40354,-1,Massbank:MSJ00148 Squalene,correct,correct,Lipids and lipid-like molecules;Prenol lipids;Triterpenoids,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset1,4317,116,"Massbank:NA000300 Lupinine|[(1R,9aR)-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-1-yl]methanol",correct,correct,Lupinine-type alkaloids,Lupinine-type alkaloids,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,13265,116,"Massbank:NA000300 Lupinine|[(1R,9aR)-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-1-yl]methanol",correct,correct,Lupinine-type alkaloids,Lupinine-type alkaloids,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4317,3472,"Massbank:NA000300 Lupinine|[(1R,9aR)-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-1-yl]methanol",correct,NA,Lupinine-type alkaloids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,13265,3472,"Massbank:NA000300 Lupinine|[(1R,9aR)-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-1-yl]methanol",correct,NA,Lupinine-type alkaloids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset4,6616,3540,Massbank:NA002792 Solasodin|Solasodine,correct,correct,Lipids and lipid-like molecules;Steroids and steroid derivatives;Steroidal alkaloids,Lipids and lipid-like molecules;Steroids and steroid derivatives;Steroidal alkaloids,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset2,1726,402,Massbank:NA002994 [6]-Gingerol|5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)decan-3-one,correct,NA,Methoxyphenols,NA,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,1498,9,Massbank:NA003003 Dicyclohexylamine|N-cyclohexylcyclohexanamine,incorrect?,NA,Ureas,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset4,10387,605,"Massbank:NA003460 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one",correct,correct,Lipids and lipid-like molecules;Prenol lipids;Terpene lactones,Lipids and lipid-like molecules,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,12108,605,"Massbank:NA003460 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one",correct,correct,Lipids and lipid-like molecules;Prenol lipids;Terpene lactones,Lipids and lipid-like molecules,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset1,3759,296,Massbank:PR300771 Cyclo(proline-leucine),correct,NA,"Amino acids, peptides, and analogues",NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3759,4360,Massbank:PR300771 Cyclo(proline-leucine),correct,NA,"Amino acids, peptides, and analogues",NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,3684,458,Massbank:PR300771 Cyclo(proline-leucine),correct,correct,"Amino acids, peptides, and analogues","Amino acids, peptides, and analogues",subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset4,11606,2,Massbank:PR300771 Cyclo(proline-leucine),correct,correct,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues","Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,17028,2,Massbank:PR300771 Cyclo(proline-leucine),correct,correct,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues","Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset1,17873,-1,Massbank:PR304070 Indole-3-acetyl-L-valine,correct,NA,"Amino acids, peptides, and analogues",NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,8685,-1,Massbank:PR310512 Sempervirine,correct,NA,Pyridoindoles,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,16703,363,Massbank:PR310583 Hetisine,correct,incorrect,Lipids and lipid-like molecules,Benzenoids,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,16703,1321,Massbank:PR310583 Hetisine,correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset2,4581,13,Massbank:PR310841 LPC 18:3,correct,correct,Glycerophosphocholines,Glycerophosphocholines,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset2,5428,13,Massbank:PR310841 LPC 18:3,correct,correct,Glycerophosphocholines,Glycerophosphocholines,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset2,5846,13,Massbank:PR310841 LPC 18:3,correct,correct,Glycerophosphocholines,Glycerophosphocholines,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset4,3919,608,Massbank:PR310841 LPC 18:3,correct,correct,Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphocholines,Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphocholines,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,4041,608,Massbank:PR310841 LPC 18:3,correct,correct,Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphocholines,Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphocholines,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset2,4586,1608,Massbank:PR310844 LPC 18:2,correct,incorrect,Glycerophosphocholines,Quaternary ammonium salts,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset2,5847,-1,Massbank:PR310844 LPC 18:2,correct,NA,Glycerophosphocholines,NA,NA,89c9d8b0a49d467390b70dd337bc7015,
dataset2,6393,13,Massbank:PR310844 LPC 18:2,correct,correct,Glycerophosphocholines,Glycerophosphocholines,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset4,8197,91,Massbank:PR310844 LPC 18:2,correct,correct,Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphocholines,Lipids and lipid-like molecules,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,8198,91,Massbank:PR310844 LPC 18:2,correct,correct,Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphocholines,Lipids and lipid-like molecules,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset2,5760,817,Massbank:PR311057 Glutamyltyrosine,correct,correct,"Amino acids, peptides, and analogues","Amino acids, peptides, and analogues",subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,14764,-1,Massbank:PR311142 Cyclo(leucylprolyl),correct,NA,"Amino acids, peptides, and analogues",NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset2,1300,458,Massbank:PR311142 Cyclo(leucylprolyl),correct,correct,"Amino acids, peptides, and analogues","Amino acids, peptides, and analogues",subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,10520,-1,Massbank:RP020201 C6-homoserine lactone|N-Hexanoyl-DL-homoserine lactone|N-(2-oxooxolan-3-yl)hexanamide,correct,NA,"Amino acids, peptides, and analogues",NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,2734,21,Massbank:RP024902 Decanoyl-L-Carnitine|Decanoylcarnitine|3-decanoyloxy-4-(trimethylazaniumyl)butanoate,correct,correct,Fatty acid esters,Fatty Acyls,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3841,21,Massbank:RP024902 Decanoyl-L-Carnitine|Decanoylcarnitine|3-decanoyloxy-4-(trimethylazaniumyl)butanoate,correct,correct,Fatty acid esters,Fatty Acyls,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,13294,21,Massbank:RP024902 Decanoyl-L-Carnitine|Decanoylcarnitine|3-decanoyloxy-4-(trimethylazaniumyl)butanoate,correct,correct,Fatty acid esters,Fatty Acyls,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,15224,21,Massbank:RP024902 Decanoyl-L-Carnitine|Decanoylcarnitine|3-decanoyloxy-4-(trimethylazaniumyl)butanoate,correct,correct,Fatty acid esters,Fatty Acyls,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18561,21,Massbank:RP024902 Decanoyl-L-Carnitine|Decanoylcarnitine|3-decanoyloxy-4-(trimethylazaniumyl)butanoate,correct,correct,Fatty acid esters,Fatty Acyls,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2734,-1,Massbank:RP024902 Decanoyl-L-Carnitine|Decanoylcarnitine|3-decanoyloxy-4-(trimethylazaniumyl)butanoate,correct,NA,Fatty acid esters,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,3841,208,Massbank:RP024902 Decanoyl-L-Carnitine|Decanoylcarnitine|3-decanoyloxy-4-(trimethylazaniumyl)butanoate,correct,NA,Fatty acid esters,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,13294,208,Massbank:RP024902 Decanoyl-L-Carnitine|Decanoylcarnitine|3-decanoyloxy-4-(trimethylazaniumyl)butanoate,correct,NA,Fatty acid esters,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,15224,-1,Massbank:RP024902 Decanoyl-L-Carnitine|Decanoylcarnitine|3-decanoyloxy-4-(trimethylazaniumyl)butanoate,correct,NA,Fatty acid esters,NA,NA,16616afa8edd490ea7e50cc316a20222,
