,SMILES,inchikey,kingdom,superclass,CF_class,subclass,direct_parent,molecular_framework
3288,None,None,None,None,None,None,None,None
3289,None,None,None,None,None,None,None,None
3290,None,None,None,None,None,None,None,None
3291,None,None,None,None,None,None,None,None
3292,None,None,None,None,None,None,None,None
3293,None,None,None,None,None,None,None,None
3294,None,None,None,None,None,None,None,None
3295,[H]\C(C(O)=O)=C(\CC[C@@]1(C)[C@]([H])(C)CC[C@@]2(C)C=CCC[C@]12[H])C(O)=O,InChIKey=MVHQODKUSKWSEC-SEMZTEMZSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,Aliphatic homopolycyclic compounds
3296,CCCCCCCCOCC(O)COCCOCC(O)COCCCCCCCC,InChIKey=DCWHBVLQMRFFNK-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,Dialkylglycerols,Aliphatic acyclic compounds
3297,None,None,None,None,None,None,None,None
3298,None,None,None,None,None,None,None,None
3299,None,None,None,None,None,None,None,None
3300,CCCCCCCCCCCOCCOCCOCCO,InChIKey=ASULYNFXTCGEAN-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Aliphatic acyclic compounds
3301,None,None,None,None,None,None,None,None
3302,None,None,None,None,None,None,None,None
3303,None,None,None,None,None,None,None,None
3304,None,None,None,None,None,None,None,None
3305,CCCCCCCCCCCCCCCCCCCC(O)=O,InChIKey=VKOBVWXKNCXXDE-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic acyclic compounds
3306,None,None,None,None,None,None,None,None
3307,None,None,None,None,None,None,None,None
3308,None,None,None,None,None,None,None,None
3309,CCCCCCCCCC(O)CCCCCC(O)C(N)CO,InChIKey=XOFOIPFMOPKKNB-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,"1,2-aminoalcohols",Aliphatic acyclic compounds
3310,None,None,None,None,None,None,None,None
3311,None,None,None,None,None,None,None,None
3312,CC(C)(C)OC(O)=NCCCC(CN=C(O)CC(N)CCNC(O)=O)N=C(O)OC(C)(C)C,InChIKey=DAVBRJKZSAVLQO-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Organic carbonic acids and derivatives,,Organic carbonic acids and derivatives,Aliphatic acyclic compounds
3313,None,None,None,None,None,None,None,None
3314,None,None,None,None,None,None,None,None
3315,CCCCC(=O)OC,InChIKey=HNBDRPTVWVGKBR-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Aliphatic acyclic compounds
3316,CC1C2C(OC1=O)C1C(C)=CC(=O)C1=C(C)CC2OC(C)=O,InChIKey=QONYNSMAVSRIRD-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,Aliphatic heteropolycyclic compounds
3317,N=CCC1=CNC2=CC=CC=C12,InChIKey=DCXUMIPCJIGNQW-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indoles,3-alkylindoles,Aromatic heteropolycyclic compounds
3318,None,None,None,None,None,None,None,None
3319,None,None,None,None,None,None,None,None
3320,None,None,None,None,None,None,None,None
3321,None,None,None,None,None,None,None,None
3322,None,None,None,None,None,None,None,None
3323,CC1OC(COC2OC(COC(C)=O)C(O)C(O)C2O)C(C)C(C)C1OC(C)=O,InChIKey=BSSQICLNFSUQRA-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,O-glycosyl compounds,Aliphatic heteromonocyclic compounds
3324,None,None,None,None,None,None,None,None
3325,None,None,None,None,None,None,None,None
3326,None,None,None,None,None,None,None,None
3327,None,None,None,None,None,None,None,None
3328,None,None,None,None,None,None,None,None
3329,CCC,InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,Aliphatic acyclic compounds
3330,None,None,None,None,None,None,None,None
3331,None,None,None,None,None,None,None,None
3332,None,None,None,None,None,None,None,None
3333,COCCOCCOCCOCCOCCOCCOC(C)=O,InChIKey=VSBDVTYPKAYARU-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Carboxylic acid esters,Aliphatic acyclic compounds
3334,None,None,None,None,None,None,None,None
3335,COC(=O)C(=C)N(CC1=CC=CC=C1)C([O])=C,InChIKey=GYMFIYLZROVPIL-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,Aromatic homomonocyclic compounds
3336,CC=C(C)C(=O)OC1C=C(C)CC(OC(=O)C2=CC=C(O)C=C2)C2C1(C)CCC2(O)C(C)C,InChIKey=NUXKLJINNAOFAH-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Sesquiterpenoids,Aromatic homopolycyclic compounds
3337,C,InChIKey=VNWKTOKETHGBQD-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,Aliphatic acyclic compounds
3338,None,None,None,None,None,None,None,None
3339,None,None,None,None,None,None,None,None
3340,OCCOCCOCCOCCOCCOCCOCCOCCOCCO,InChIKey=YZUUTMGDONTGTN-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Aliphatic acyclic compounds
3341,None,None,None,None,None,None,None,None
3342,None,None,None,None,None,None,None,None
3343,None,None,None,None,None,None,None,None
3344,None,None,None,None,None,None,None,None
3345,None,None,None,None,None,None,None,None
3346,CC1CC(C)C(=O)C(C1)C(O)CC1CC(=O)NC(=O)C1,InChIKey=YPHMISFOHDHNIV-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines,Piperidinones,Piperidinediones,Aliphatic heteromonocyclic compounds
3347,None,None,None,None,None,None,None,None
3348,None,None,None,None,None,None,None,None
3349,None,None,None,None,None,None,None,None
3350,None,None,None,None,None,None,None,None
3351,None,None,None,None,None,None,None,None
3352,NC(=O)CCCCCCCC(O)C(O)CCCCCCCCO,InChIKey=MDVCRGGXWCEKIJ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Fatty amides,Aliphatic acyclic compounds
3353,CCCCCCCC(=O)OC,InChIKey=JGHZJRVDZXSNKQ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Aliphatic acyclic compounds
3354,None,None,None,None,None,None,None,None
3355,CCCCCCCCCCCCCCCCCCCCCCCCCN,InChIKey=ILNYGCPXYZULFZ-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Monoalkylamines,Aliphatic acyclic compounds
3356,CC1=CC2OC(=O)C(=C)C2CCC(C)=CC(=O)C1,InChIKey=WXCGJUNFWGZXJZ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Germacranolides and derivatives,Aliphatic heteropolycyclic compounds
3357,None,None,None,None,None,None,None,None
3358,None,None,None,None,None,None,None,None
3359,None,None,None,None,None,None,None,None
3360,None,None,None,None,None,None,None,None
3361,None,None,None,None,None,None,None,None
3362,None,None,None,None,None,None,None,None
3363,None,None,None,None,None,None,None,None
3364,None,None,None,None,None,None,None,None
3365,OC(CCCCCC(O)=O)C(CCCCC(O)=O)C=O,InChIKey=BAQPQEXINYGQSC-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic acyclic compounds
3366,None,None,None,None,None,None,None,None
3367,None,None,None,None,None,None,None,None
3368,None,None,None,None,None,None,None,None
3369,CC(=O)OC\C(CC[C@@H]1[C@@H](C=O)C=C[C@@H]2C(C)(C)CCC[C@@]12C)=C\C(O)=O,InChIKey=BEUISPQINCMAIF-DGANXPCZSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,Aliphatic homopolycyclic compounds
3370,None,None,None,None,None,None,None,None
3371,CC1=C2C=C(C=C)C=CC(C)=C2C=C1,InChIKey=RDXQLYFNEFLBQI-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Guaianes,Aromatic homopolycyclic compounds
3372,None,None,None,None,None,None,None,None
3373,None,None,None,None,None,None,None,None
3374,CCC=CCC1C(CCCCCC(=O)OC)C=CC1=O,InChIKey=MPWKIZVBCADBFG-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds,Aliphatic homomonocyclic compounds
3375,CC(C)(C)C1=CC(=O)C=C(C1=O)C(C)(C)C,InChIKey=RDQSIADLBQFVMY-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Monocyclic monoterpenoids,Aliphatic homomonocyclic compounds
3376,None,None,None,None,None,None,None,None
3377,None,None,None,None,None,None,None,None
3378,None,None,None,None,None,None,None,None
3379,None,None,None,None,None,None,None,None
3380,COC12CCC(OC(C)=O)C1(C)C1OC(=O)C(=C)C1CCC2CO,InChIKey=OVQHZPBWXOWXDY-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Ambrosanolides and secoambrosanolides,Aliphatic heteropolycyclic compounds
3381,CCN=C(O)CCCCCCCCCCCCC(O)=O,InChIKey=BZMDMHYXAPNDKQ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic acyclic compounds
3382,None,None,None,None,None,None,None,None
3383,None,None,None,None,None,None,None,None
3384,None,None,None,None,None,None,None,None
3385,None,None,None,None,None,None,None,None
3386,None,None,None,None,None,None,None,None
3387,None,None,None,None,None,None,None,None
3388,[H]\C(COC(C)=O)=C1/CC[C@]2(C)[C@@]([H])(CC[C@@]3(C)C(C)=CC(=O)C[C@@]23[H])[C@]1([H])OC(C)=O,InChIKey=JUXKRJBALAXPRY-HHCLBEGKSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Colensane and clerodane diterpenoids,Aliphatic homopolycyclic compounds
3389,CCC(=O)CCCCCCCCCCCCC(=O)NCCOCCOCC(=O)CCCOCCOCC(C)=O,InChIKey=IZROJTAFSXINJA-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,Aliphatic acyclic compounds
3390,None,None,None,None,None,None,None,None
3391,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)C(C)=CC)COC(=O)C(C)=CC,InChIKey=IYGLUNQZXOELNL-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols,Aliphatic acyclic compounds
3392,None,None,None,None,None,None,None,None
3393,COC(=O)CC(C)CCC1(C)C(C)CCC2(C)C1CC(=O)C=C2C,InChIKey=GTRRAFRWVKQVAX-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Colensane and clerodane diterpenoids,Aliphatic homopolycyclic compounds
3394,[H][C@@](C)(OC(C)=O)[C@]([H])(OC(C)=O)[C@]([H])(OC(C)=O)[C@@]1(C)OC(=O)CCC1(C)C,InChIKey=CLROQUMAJNFMTL-ZEYHHNEASA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Aliphatic heteromonocyclic compounds
3395,None,None,None,None,None,None,None,None
3396,None,None,None,None,None,None,None,None
3397,None,None,None,None,None,None,None,None
3398,None,None,None,None,None,None,None,None
3399,None,None,None,None,None,None,None,None
3400,None,None,None,None,None,None,None,None
3401,None,None,None,None,None,None,None,None
3402,CC(O)COC(C)COC(C)COC(C)COC(C)CO,InChIKey=AQRQHYITOOVBTO-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,Aliphatic acyclic compounds
3403,None,None,None,None,None,None,None,None
3404,CC(=O)CCC1CCC(=C(C)C)C(=O)C=C1C,InChIKey=XXFPSLVWNRANRW-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Sesquiterpenoids,Aliphatic homomonocyclic compounds
3405,CC(CC(=O)CCCCCCCCCCC(O)=O)=CC(O)=O,InChIKey=ZAIIHFVLTRMONS-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic acyclic compounds
3406,None,None,None,None,None,None,None,None
3407,None,None,None,None,None,None,None,None
3408,None,None,None,None,None,None,None,None
3409,CC=C1CC(C)C(C)(O)C(=O)OCC2=CCN(C)CCC(OC1=O)C2=O,InChIKey=HPDHKHMHQGCNPE-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Macrolides and analogues,,Macrolides and analogues,Aliphatic heteropolycyclic compounds
3410,OC(=N)CCC(N=C(O)CCCCCCCCCCCCCCCS(O)(=O)=O)C(O)=O,InChIKey=HYNPPKAYZNRXAU-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,Aliphatic acyclic compounds
3411,O=S(=O)=NC1=NC=CC=N1,InChIKey=DQGBPFUIAYFOLA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives,Aromatic heteromonocyclic compounds
3412,None,None,None,None,None,None,None,None
3413,None,None,None,None,None,None,None,None
3414,None,None,None,None,None,None,None,None
3415,O=S(=O)=NC1=NC=CC=N1,InChIKey=DQGBPFUIAYFOLA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives,Aromatic heteromonocyclic compounds
3416,CC(C)CC1NC(=O)C(CC2=CN=CN2)NC1=O,InChIKey=QYFSHTYKVAOVJM-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,Aromatic heteromonocyclic compounds
3417,None,None,None,None,None,None,None,None
3418,None,None,None,None,None,None,None,None
3419,CCCCCC,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,Aliphatic acyclic compounds
3420,None,None,None,None,None,None,None,None
3421,None,None,None,None,None,None,None,None
3422,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@@]4([H])C[C@@]([H])(O[C@]5([H])O[C@]([H])(C)C[C@]([H])(O)C5=O)[C@]([H])(O)C[C@]4(C)[C@@]3([H])CC[C@]12C)C1=CC(=O)OC1,InChIKey=NYOZPMZIBFKVBF-RPMCBLQOSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid lactones,Cardenolide glycosides and derivatives,Aliphatic heteropolycyclic compounds
3423,None,None,None,None,None,None,None,None
3424,CCCCCCC=CCCCCCCCC(=O)OCC(O)COC1OC(CO)C(O)C(O)C1O,InChIKey=MEIYDPOVJHMEJK-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Glycosylglycerols,Glycosylmonoacylglycerols,Aliphatic heteromonocyclic compounds
3425,None,None,None,None,None,None,None,None
3426,None,None,None,None,None,None,None,None
3427,None,None,None,None,None,None,None,None
3428,None,None,None,None,None,None,None,None
3429,CCCCCCCCC1OC(=O)C(=C)C1C(O)=O,InChIKey=VCWLZDVWHQVAJU-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,Aliphatic heteromonocyclic compounds
3430,CCCCCC(O)C=CC1C(CCCCCCC(O)=O)C(O)CC1=O,InChIKey=CIMMACURCPXICP-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds,Aliphatic homomonocyclic compounds
3431,None,None,None,None,None,None,None,None
3432,CN(CCCCC(=O)NCC(N)=O)CCCCC(=O)NCC(N)=O,InChIKey=VNFPMZLUVHVHGI-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Peptidomimetics,Hybrid peptides,Hybrid peptides,Aliphatic acyclic compounds
3433,None,None,None,None,None,None,None,None
3434,None,None,None,None,None,None,None,None
3435,CCCCCC(OC(C)=O)C(OC(C)=O)C=CC(CCCCCCCC(=O)OC)OC(C)=O,InChIKey=BZLLAPVFQSKIRC-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Aliphatic acyclic compounds
3436,CC(C)C1C2CC(=CCC(O)C(C)CC1OC(=O)C(C)C(C)OC(C)=O)C(=O)O2,InChIKey=RWUCPOWMFTVLIA-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Terpene lactones,Aliphatic heteropolycyclic compounds
3437,None,None,None,None,None,None,None,None
3438,None,None,None,None,None,None,None,None
3439,CC(=O)CC(OC(C)=O)C1=CCC2C(CC1(C)O)OC(=O)C2=C,InChIKey=MFNONBDDLCREGZ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Xanthanolides,Aliphatic heteropolycyclic compounds
3440,None,None,None,None,None,None,None,None
3441,None,None,None,None,None,None,None,None
3442,None,None,None,None,None,None,None,None
3443,None,None,None,None,None,None,None,None
3444,None,None,None,None,None,None,None,None
3445,CC1CCC2C1C1C(CCC21C)C(C)=C,InChIKey=KZVOHANKAKKFOK-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Sesquiterpenoids,Aliphatic homopolycyclic compounds
3446,None,None,None,None,None,None,None,None
3447,None,None,None,None,None,None,None,None
3448,CCCCCCCCCCC(=O)OCC(O)COC(=O)CNC(C)=O,InChIKey=JMJLPYNJISSNOM-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,Aliphatic acyclic compounds
3449,None,None,None,None,None,None,None,None
3450,None,None,None,None,None,None,None,None
3451,None,None,None,None,None,None,None,None
3452,[H][C@@]12CC[C@@]3(C)C[C@]([H])(CC(=C)[C@]3(OO)[C@]1([H])OC(=O)C2=C)OC(C)=O,InChIKey=HLRRWOWBMYBHLR-QZLJAVCYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,"Eudesmanolides, secoeudesmanolides, and derivatives",Aliphatic heteropolycyclic compounds
3453,None,None,None,None,None,None,None,None
3454,None,None,None,None,None,None,None,None
3455,CCCCCC(O)C=CC1CCC(=O)C1CCCCCCC(=O)OC,InChIKey=ITRBVGLWLFOKTQ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds,Aliphatic homomonocyclic compounds
3456,OC1C(O)C(OC2=CC(O)=C(C(O)=O)C(O)=C2)OC(C1O)C(O)=O,InChIKey=KKPQOLZLDYNQRR-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Phenolic glycosides,Aromatic heteromonocyclic compounds
3457,None,None,None,None,None,None,None,None
3458,None,None,None,None,None,None,None,None
3459,None,None,None,None,None,None,None,None
3460,OC(CCCCCC(O)=O)C(CCCCC(O)=O)C=O,InChIKey=BAQPQEXINYGQSC-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic acyclic compounds
3461,None,None,None,None,None,None,None,None
3462,None,None,None,None,None,None,None,None
3463,None,None,None,None,None,None,None,None
3464,None,None,None,None,None,None,None,None
3465,None,None,None,None,None,None,None,None
3466,None,None,None,None,None,None,None,None
3467,None,None,None,None,None,None,None,None
3468,None,None,None,None,None,None,None,None
3469,None,None,None,None,None,None,None,None
3470,CCCCCCCCCCCCCCC(O)COCC(O)CO,InChIKey=TUBKELMMEOOVKO-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Long-chain fatty alcohols,Aliphatic acyclic compounds
3471,None,None,None,None,None,None,None,None
3472,None,None,None,None,None,None,None,None
3473,None,None,None,None,None,None,None,None
3474,None,None,None,None,None,None,None,None
3475,None,None,None,None,None,None,None,None
3476,None,None,None,None,None,None,None,None
3477,None,None,None,None,None,None,None,None
3478,None,None,None,None,None,None,None,None
3479,None,None,None,None,None,None,None,None
3480,None,None,None,None,None,None,None,None
3481,None,None,None,None,None,None,None,None
3482,None,None,None,None,None,None,None,None
3483,None,None,None,None,None,None,None,None
3484,CCCCCCCCCCCCCCCC(O)=NC(CC(O)=N)C(O)=NC(CC(O)=N)C(O)=O,InChIKey=VBLKZFFEAABNLB-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Aliphatic acyclic compounds
3485,None,None,None,None,None,None,None,None
3486,None,None,None,None,None,None,None,None
3487,None,None,None,None,None,None,None,None
3488,CCCCCCCCCCCCCCCCCCN(C)CCCOCCOCCOCCOCCOCCOC,InChIKey=RSOOVHDMBVQKJS-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Trialkylamines,Aliphatic acyclic compounds
3489,CC12CCC3C(CCC4=C3CCC(=O)C4)C1CC=C2C=C,InChIKey=YSXGPNMFYFVRBL-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Oxosteroids,Oxosteroids,Aliphatic homopolycyclic compounds
3490,CC1OC(CC(O)C1O)OC1CCC2(CO)C3CCC4(C)C(CCC4(O)C3CCC2(O)C1)C1=CC(=O)OC1,InChIKey=KISYRRMFQYIIFQ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid lactones,Cardenolide glycosides and derivatives,Aliphatic heteropolycyclic compounds
3491,None,None,None,None,None,None,None,None
3492,None,None,None,None,None,None,None,None
3493,None,None,None,None,None,None,None,None
3494,None,None,None,None,None,None,None,None
3495,None,None,None,None,None,None,None,None
3496,None,None,None,None,None,None,None,None
3497,CC(CN)C=CCCCCCCCC(O)=O,InChIKey=YQWVXVTUXPLQGY-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,Aliphatic acyclic compounds
3498,None,None,None,None,None,None,None,None
3499,None,None,None,None,None,None,None,None
3500,CCCCCCCCCCC(C(O)CC(O)=O)C(O)=O,InChIKey=KOLGVIJQEZBWIQ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic acyclic compounds
3501,None,None,None,None,None,None,None,None
3502,None,None,None,None,None,None,None,None
3503,None,None,None,None,None,None,None,None
3504,None,None,None,None,None,None,None,None
3505,None,None,None,None,None,None,None,None
3506,None,None,None,None,None,None,None,None
3507,None,None,None,None,None,None,None,None
3508,None,None,None,None,None,None,None,None
3509,None,None,None,None,None,None,None,None
3510,None,None,None,None,None,None,None,None
3511,CCCCCCCCCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCC(O)=O,InChIKey=YFRIKPIBSODBFB-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,"1,3-diacylglycerols",Aliphatic acyclic compounds
3512,None,None,None,None,None,None,None,None
3513,COCCOCCOCCOC(CO)C(N)COC,InChIKey=ZEWJLCVOIDYMFL-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,"1,3-aminoalcohols",Aliphatic acyclic compounds
3514,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,InChIKey=OJCFEGKCRWEVSN-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Aliphatic acyclic compounds
3515,None,None,None,None,None,None,None,None
3516,None,None,None,None,None,None,None,None
3517,CCCCCCCCCCCCCC(=O)OCCC=O,InChIKey=OTZPDOOTVSYPCC-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Aliphatic acyclic compounds
3518,None,None,None,None,None,None,None,None
3519,CCCCCC(=O)C=CC1C(CCCCCCC(O)=O)C(O)CC1=O,InChIKey=BODTZMHQJNGQPJ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds,Aliphatic homomonocyclic compounds
3520,None,None,None,None,None,None,None,None
3521,CCCCCCCCCCCCCCCCC(O)CN,InChIKey=GVERIJPZBUHJMT-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,"1,2-aminoalcohols",Aliphatic acyclic compounds
3522,None,None,None,None,None,None,None,None
3523,[H]C(CCCC(O)=O)=C([H])CC1([H])C([H])(O)CC([H])(O)C1([H])CCC(=O)CCCCC(O)=O,InChIKey=ZOMSIHPATHBPLP-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds,Aliphatic homomonocyclic compounds
3524,None,None,None,None,None,None,None,None
3525,None,None,None,None,None,None,None,None
3526,None,None,None,None,None,None,None,None
3527,None,None,None,None,None,None,None,None
3528,None,None,None,None,None,None,None,None
3529,[H]C(C)(CCCCC1([H])OC(=O)C1([H])CO)CC(C)=CC(C)=CC(O)=O,InChIKey=ODCZJZWSXPVLAW-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic heteromonocyclic compounds
3530,None,None,None,None,None,None,None,None
3531,None,None,None,None,None,None,None,None
3532,None,None,None,None,None,None,None,None
3533,None,None,None,None,None,None,None,None
3534,None,None,None,None,None,None,None,None
3535,None,None,None,None,None,None,None,None
3536,None,None,None,None,None,None,None,None
3537,None,None,None,None,None,None,None,None
3538,None,None,None,None,None,None,None,None
3539,CC1(C)CCC2(CO)CCC3C(=CCC4C3(C)CCC3C(C)(CO)C(O)C(O)CC43C)C2C1O,InChIKey=ZFXSAPBPQVVETO-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,12-hydroxysteroids,Aliphatic homopolycyclic compounds
3540,CC1CC=CC2C(O)C(C)=C(C)C3C(Cc4ccccc4)NC(=O)C23C(O)C2OC2C(C)(O)C1=O,InChIKey=PJQNNAWRTWTXKU-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Isoindoles and derivatives,Isoindolines,Isoindolones,Aromatic heteropolycyclic compounds
3541,None,None,None,None,None,None,None,None
