,SMILES,inchikey,kingdom,superclass,CF_class,subclass,direct_parent,molecular_framework
6588,COC(=O)CC=CCC(=O)OC,InChIKey=CPSQPCGPYWRIPB-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Aliphatic acyclic compounds
6589,None,None,None,None,None,None,None,None
6590,CCC1C2CCC3=CC(=O)CCC3C2CCC1(C)C(O)=O,InChIKey=XTYLGTOMVGQDQC-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid acids,Steroid acids,Aliphatic homopolycyclic compounds
6591,CCC(=O)CCC(=O)CCC(=O)OC,InChIKey=AUBSEKVYXPFQDS-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Gamma-keto acids and derivatives,Gamma-keto acids and derivatives,Aliphatic acyclic compounds
6592,None,None,None,None,None,None,None,None
6593,None,None,None,None,None,None,None,None
6594,CCCN1C(=O)N(CCC(=O)NC2CCN(CC2)C(C)C)C2=CC=CC=C12,InChIKey=TYJNRBLNDARHPF-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzimidazoles,,Benzimidazoles,Aromatic heteropolycyclic compounds
6595,None,None,None,None,None,None,None,None
6596,None,None,None,None,None,None,None,None
6597,None,None,None,None,None,None,None,None
6598,None,None,None,None,None,None,None,None
6599,None,None,None,None,None,None,None,None
6600,None,None,None,None,None,None,None,None
6601,None,None,None,None,None,None,None,None
6602,C1CC2CCCC3CCCC(C1)N23,InChIKey=OXSSWDBKFPBQAE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolizidines,,Quinolizidines,Aliphatic heteropolycyclic compounds
6603,None,None,None,None,None,None,None,None
6604,O=C1C2=CC=CC=C2C(=O)C2=CC=CC=C12,InChIKey=RZVHIXYEVGDQDX-UHFFFAOYSA-N,Organic compounds,Benzenoids,Anthracenes,Anthraquinones,Anthraquinones,Aromatic homopolycyclic compounds
6605,CCCC=CCC=CC=CC(O)CCCCC(=O)OC,InChIKey=XIJDOLQGSKJJII-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Fatty alcohols,Aliphatic acyclic compounds
6606,CC(OC1OC(CO)C(O)C(O)C1O)C(O)C=C1C(C)=CC(=O)CC1(C)C,InChIKey=IFGHATLJLPOXDP-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,Aliphatic heteromonocyclic compounds
6607,C,InChIKey=VNWKTOKETHGBQD-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,Aliphatic acyclic compounds
6608,CC(N=C(C)O)C(=O)CCC(O)=O,InChIKey=QSRUAKBTZTXXLM-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives,Medium-chain keto acids and derivatives,Aliphatic acyclic compounds
6609,CC(CCCCCCCCCCCCCCC(O)=O)C(N)=O,InChIKey=OXVUWAWQCRXTID-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic acyclic compounds
6610,None,None,None,None,None,None,None,None
6611,None,None,None,None,None,None,None,None
6612,None,None,None,None,None,None,None,None
6613,None,None,None,None,None,None,None,None
6614,None,None,None,None,None,None,None,None
6615,None,None,None,None,None,None,None,None
6616,OCC(COC(=O)CCCCCCCCCCCCCCCCC(O)=O)NO,InChIKey=SJBADOKFFZHLEE-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic acyclic compounds
6617,None,None,None,None,None,None,None,None
6618,None,None,None,None,None,None,None,None
6619,CCCCCCCCC,InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,Aliphatic acyclic compounds
6620,None,None,None,None,None,None,None,None
6621,CCCCCCCCCCCC=CCCCC,InChIKey=PEQVDTIKHXOELW-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,Unsaturated aliphatic hydrocarbons,Aliphatic acyclic compounds
6622,None,None,None,None,None,None,None,None
6623,None,None,None,None,None,None,None,None
6624,None,None,None,None,None,None,None,None
6625,CCC(C)C(O)C(CC(C)CCCCCCC(O)CC(O)CNC(C)=O)OC(=O)CC(CC(O)=O)C(O)=O,InChIKey=QEQNOUGFCMZARY-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,Aliphatic acyclic compounds
6626,None,None,None,None,None,None,None,None
6627,CCCCCCCCCCCC(=O)NCCCCC(NC(=O)CCCCC)C(O)=O,InChIKey=CMRQVZAGYJGKDF-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,Aliphatic acyclic compounds
6628,None,None,None,None,None,None,None,None
6629,CCCCCC=CCC=CCCCCCCCCCCCC(N)=O,InChIKey=QLGRRECBQIEJMM-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Fatty amides,Aliphatic acyclic compounds
6630,None,None,None,None,None,None,None,None
6631,None,None,None,None,None,None,None,None
6632,O=C(NC1CCCCC1)NC1CCCCCC1,InChIKey=UNJJKYXFZFSKNO-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Organic carbonic acids and derivatives,Ureas,Ureas,Aliphatic homomonocyclic compounds
6633,None,None,None,None,None,None,None,None
6634,None,None,None,None,None,None,None,None
6635,None,None,None,None,None,None,None,None
6636,None,None,None,None,None,None,None,None
6637,None,None,None,None,None,None,None,None
6638,COC(=O)CCCCCC(=O)CCC(=O)OC,InChIKey=PZCRUHQBEIJNAT-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Gamma-keto acids and derivatives,Gamma-keto acids and derivatives,Aliphatic acyclic compounds
6639,None,None,None,None,None,None,None,None
6640,None,None,None,None,None,None,None,None
6641,None,None,None,None,None,None,None,None
6642,None,None,None,None,None,None,None,None
6643,CCCCC=CC(O)C=CC(O)CCCCCCCC(=O)OC,InChIKey=FYTGTBIANYHEQO-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Aliphatic acyclic compounds
6644,None,None,None,None,None,None,None,None
6645,None,None,None,None,None,None,None,None
6646,None,None,None,None,None,None,None,None
6647,None,None,None,None,None,None,None,None
6648,None,None,None,None,None,None,None,None
6649,None,None,None,None,None,None,None,None
6650,None,None,None,None,None,None,None,None
6651,CC1(C)C2CCC1(C)C(C2)OC(=O)C(O)(CC(O)=O)CC(O)=O,InChIKey=OAWJOZQLMVETKE-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Bicyclic monoterpenoids,Aliphatic homopolycyclic compounds
6652,None,None,None,None,None,None,None,None
6653,None,None,None,None,None,None,None,None
6654,CC(=O)NC1CCC([NH])CC1,InChIKey=FMBRRCSPBSDQMN-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Acetamides,Aliphatic homomonocyclic compounds
6655,None,None,None,None,None,None,None,None
6656,CC(CCCCCCCCC(O)=NCCO)OC1OC(C)C(O)CC1O,InChIKey=SNCDLKZVCNWFSP-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Hexoses,Aliphatic heteromonocyclic compounds
6657,CCCCCCCCCCCCCCCC(=O)NCCC[NH2+][O-],InChIKey=DBVXIEKWLPPCAG-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,Aliphatic acyclic compounds
6658,None,None,None,None,None,None,None,None
6659,CCCCCCCCCCCCCN,InChIKey=ABVVEAHYODGCLZ-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Monoalkylamines,Aliphatic acyclic compounds
6660,None,None,None,None,None,None,None,None
6661,None,None,None,None,None,None,None,None
6662,None,None,None,None,None,None,None,None
6663,CCCCCCCC(CO)C(CO)(CO)OC(CO)(CO)C(CO)CCCCCCC,InChIKey=UJVIPPBBXJFEPW-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Fatty alcohols,Aliphatic acyclic compounds
6664,CCCCCCCCCCCOCCOCCOCCOCCON,InChIKey=OPXWQWMYKASHSY-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,Aliphatic acyclic compounds
6665,CCCCCC(O)C=CC1C(O)CC(=O)C1CCC(C)CC(=O)OC,InChIKey=BLSMGOYHEVQGCE-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds,Aliphatic homomonocyclic compounds
6666,None,None,None,None,None,None,None,None
6667,CCCCCCCCCCCCCCCCCCCC(N)=O,InChIKey=OOCSVLHOTKHEFZ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Fatty amides,Aliphatic acyclic compounds
6668,O=C(NC1CCCCC1)NC1CCCCC1,InChIKey=ADFXKUOMJKEIND-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Organic carbonic acids and derivatives,Ureas,Ureas,Aliphatic homomonocyclic compounds
6669,None,None,None,None,None,None,None,None
6670,None,None,None,None,None,None,None,None
6671,None,None,None,None,None,None,None,None
6672,None,None,None,None,None,None,None,None
6673,None,None,None,None,None,None,None,None
6674,COC(=O)CCCCC(O)=O,InChIKey=UOBSVARXACCLLH-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,Aliphatic acyclic compounds
6675,None,None,None,None,None,None,None,None
6676,None,None,None,None,None,None,None,None
6677,None,None,None,None,None,None,None,None
6678,None,None,None,None,None,None,None,None
6679,None,None,None,None,None,None,None,None
6680,CCCCC(CC)COC(=O)C(OC(=O)CC)C(OC(=O)CC)C(O)=O,InChIKey=VSPBBHYQYAMPIS-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Aliphatic acyclic compounds
6681,CC(=O)C1(C)CC(CCC1=CC(O)=O)C(=C)C(O)=O,InChIKey=GCFUBIUESOFTEI-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Menthane monoterpenoids,Aliphatic homomonocyclic compounds
6682,None,None,None,None,None,None,None,None
6683,None,None,None,None,None,None,None,None
6684,None,None,None,None,None,None,None,None
6685,None,None,None,None,None,None,None,None
6686,None,None,None,None,None,None,None,None
6687,None,None,None,None,None,None,None,None
6688,None,None,None,None,None,None,None,None
6689,CCCCCC=CCC=CCCCCCCCCCC(N)=O,InChIKey=NAVGEXCVGUBSOQ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Fatty amides,Aliphatic acyclic compounds
6690,C1CCC(CC1)Nc1ccccc1,InChIKey=TXTHKGMZDDTZFD-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Phenylalkylamines,Aromatic homomonocyclic compounds
6691,None,None,None,None,None,None,None,None
6692,[H]C1(O)CC([H])(O)C([H])(OC2([H])C([H])(N)C([H])(OC)OC([H])(CO)C2([H])O)OC1([H])C,InChIKey=JPWPGMPJDVWNDC-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Aminoglycosides,Aliphatic heteromonocyclic compounds
6693,COC(=O)CC1(C)C(C)CCC2(C)C1CC(=O)C=C2C,InChIKey=QBILBWCHRKLSMD-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Aliphatic homopolycyclic compounds
6694,CCCCCOC(=O)CCCCC(=O)OCCCC,InChIKey=WRGGHIBOJASTDB-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Aliphatic acyclic compounds
6695,None,None,None,None,None,None,None,None
6696,None,None,None,None,None,None,None,None
6697,None,None,None,None,None,None,None,None
6698,None,None,None,None,None,None,None,None
6699,None,None,None,None,None,None,None,None
6700,None,None,None,None,None,None,None,None
6701,None,None,None,None,None,None,None,None
6702,CCCCCCC(=O)C=CC=CC,InChIKey=JGTUFUAPYRTOFF-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Enones,Aliphatic acyclic compounds
6703,None,None,None,None,None,None,None,None
6704,NC(C(O)CO)C(O)C(O)C(O)CO,InChIKey=LHTBACYPYFPAAC-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,Aliphatic acyclic compounds
6705,None,None,None,None,None,None,None,None
6706,None,None,None,None,None,None,None,None
6707,CC(NC(=O)C(C)NC(=O)C(C)NC(C)=O)C(O)=O,InChIKey=DRYOODAJROGPQO-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,Aliphatic acyclic compounds
6708,CCCCCN(CCCCC)C1=CC=CC=C1C=C,InChIKey=KIVAWRFBLXNJMC-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Styrenes,Styrenes,Aromatic homomonocyclic compounds
6709,CP(P)OC=CC1CCCCC1,InChIKey=HFDSNFHXFQQRIC-UHFFFAOYSA-N,Organic compounds,Organophosphorus compounds,,,Organophosphorus compounds,Aliphatic homomonocyclic compounds
6710,None,None,None,None,None,None,None,None
6711,None,None,None,None,None,None,None,None
6712,None,None,None,None,None,None,None,None
6713,O=C(CCCCCCCCCCCCC(=O)OCC1CO1)OCC1CO1,InChIKey=HRYPCMGAIZLXMI-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Glycidol esters,Aliphatic heteromonocyclic compounds
6714,None,None,None,None,None,None,None,None
6715,CC1CCC(CC2=C(C)C(=O)CC12)OC(C)=O,InChIKey=WFIZHCLPYFWZLY-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Carboxylic acid esters,Aliphatic homopolycyclic compounds
6716,None,None,None,None,None,None,None,None
6717,CCCCCCCCCCCCOPO,InChIKey=WDRWDUBSMBOEHD-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,,Organooxygen compounds,Aliphatic acyclic compounds
6718,None,None,None,None,None,None,None,None
6719,CCCCCCCCCCCCCCCC(O)CN,InChIKey=UGVBFHUWZNNKIK-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,"1,2-aminoalcohols",Aliphatic acyclic compounds
6720,C,InChIKey=VNWKTOKETHGBQD-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,Aliphatic acyclic compounds
6721,None,None,None,None,None,None,None,None
6722,None,None,None,None,None,None,None,None
6723,CC(C)CC(NC(=O)C(N)CC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(O)=O,InChIKey=WBGDSQDOGWEAPI-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,Aliphatic acyclic compounds
6724,NCCCCCCCCC(N)=O,InChIKey=ICWMNYMGOTZEEZ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Fatty amides,Aliphatic acyclic compounds
6725,None,None,None,None,None,None,None,None
6726,None,None,None,None,None,None,None,None
6727,None,None,None,None,None,None,None,None
6728,CC(C)C(=O)CCCCC(O)=NCCOC1OC(CO)C(O)C(O)C1O,InChIKey=NPZRHXVTHIMOGR-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,O-glycosyl compounds,Aliphatic heteromonocyclic compounds
6729,None,None,None,None,None,None,None,None
6730,None,None,None,None,None,None,None,None
6731,CCOP(=O)(ONC(=O)C1CCCCC1)ONC(=O)C1CCCCC1,InChIKey=NSRKKQVXJLYTCV-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Monoalkyl phosphates,Aliphatic homomonocyclic compounds
6732,None,None,None,None,None,None,None,None
6733,None,None,None,None,None,None,None,None
6734,None,None,None,None,None,None,None,None
6735,None,None,None,None,None,None,None,None
6736,C=CC12CC3CC(CC(C3)C1)C2,InChIKey=HYOHWHHFTYGMJS-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Polycyclic hydrocarbons,,Polycyclic hydrocarbons,Aliphatic homopolycyclic compounds
6737,None,None,None,None,None,None,None,None
6738,CC(C)CCCCCCCCCCC(CC(=O)NCC(O)=O)OC(=O)CCCCCCCCCCC(C)C,InChIKey=UHRYTLRUJLDGQT-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,Aliphatic acyclic compounds
6739,CN=C(O)C1CC(OC1C(O)C(O)C(C)CC(C(C)C(C)O)C(O)=O)C(C)O,InChIKey=VHLPFJMVQGMUQL-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,Aliphatic heteromonocyclic compounds
6740,CCOCCOCCC(=O)NC(CCCCCCCO)CCCCCCCC(O)=O,InChIKey=ADIUBLFEWGKUHG-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic acyclic compounds
6741,None,None,None,None,None,None,None,None
6742,CCCCCCCCCCCCCCC(O)C(O)C(CO)N=C(O)CCC(=O)OCC,InChIKey=DIAXVPIIYCNBAR-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Aliphatic acyclic compounds
6743,CCCCCCCC(=O)OCC(C)(O)COC1OC(CO)C(O)C(O)C1N=C(C)O,InChIKey=GIOZMDUWWVVPAZ-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,N-acyl-alpha-hexosamines,Aliphatic heteromonocyclic compounds
6744,None,None,None,None,None,None,None,None
6745,CCCCCCCCCC=CCCC=CC(O)C(N)CO,InChIKey=RTQVJTLVVBJRJG-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,"1,2-aminoalcohols",Aliphatic acyclic compounds
6746,OC1=CC=C(CCNC(=O)CC2=CC=CC=C2)C=C1,InChIKey=LRKMKJMUWJYINS-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,Phenylacetamides,Aromatic homomonocyclic compounds
6747,None,None,None,None,None,None,None,None
6748,COC(=O)CCCCCC(=O)CCC(=O)OC,InChIKey=PZCRUHQBEIJNAT-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Gamma-keto acids and derivatives,Gamma-keto acids and derivatives,Aliphatic acyclic compounds
6749,CC(CCC=O)=CCCC(C)=CCOP(O)(=O)OC1OC(CO)C(O)C1O,InChIKey=IUICDCRULDUIEL-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Monocyclic monoterpenoids,Aliphatic heteromonocyclic compounds
6750,None,None,None,None,None,None,None,None
6751,None,None,None,None,None,None,None,None
6752,None,None,None,None,None,None,None,None
6753,CC1(CC2CCC3C(C)(CCCC3(C)C2=CC1=O)C(O)=O)C=C,InChIKey=VNOMXNULTAUIDL-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,Aliphatic homopolycyclic compounds
6754,None,None,None,None,None,None,None,None
6755,None,None,None,None,None,None,None,None
6756,None,None,None,None,None,None,None,None
6757,None,None,None,None,None,None,None,None
6758,CCCCCC=CC=CC(=O)CCCCCCCC(O)=O,InChIKey=LUZSWWYKKLTDHU-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Aliphatic acyclic compounds
6759,None,None,None,None,None,None,None,None
6760,CC(C)(C)OC(=O)NCCOC(=O)[C]1[CH][CH][CH][CH]1,InChIKey=PMHYANJKEDOSKD-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Carbamate esters,Aliphatic homomonocyclic compounds
6761,None,None,None,None,None,None,None,None
6762,CC(=O)OCC12CC(OC(=O)CC(C)(C)O)C(C)=CC1OC1C(O)C(O)C2(C)C11CO1,InChIKey=OJBCMLLFVXXDGS-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Trichothecenes,Aliphatic heteropolycyclic compounds
6763,CCCCCCCCCCOCCCN(CCO)CCO,InChIKey=ALGXBHUNFXXMTQ-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,"1,2-aminoalcohols",Aliphatic acyclic compounds
6764,CCCCC(N)C(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)OC,InChIKey=OLOWRNFKYAGQOQ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds,Aliphatic homomonocyclic compounds
6765,CC(C)CC(O)C(OC(=O)C(O)(CC(O)=O)CC(O)=O)C(N)CC1CCCCC1,InChIKey=SPIMYWLTCFVWSP-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,Aliphatic homomonocyclic compounds
6766,CC1(C)CCC(O)C2(CO)C1CC(=O)C1=CC(C)(CCC21O)C=C,InChIKey=MYLWJAXIZRHGOI-UHFFFAOYSA-N,Organic compounds,Benzenoids,Phenanthrenes and derivatives,Hydrophenanthrenes,Hydrophenanthrenes,Aliphatic homopolycyclic compounds
6767,None,None,None,None,None,None,None,None
6768,CC(N=C(O)CCCCC(O)=NC(C)C(O)=O)C(O)=O,InChIKey=YRSSBRQFMFQUBA-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,Aliphatic acyclic compounds
6769,None,None,None,None,None,None,None,None
6770,None,None,None,None,None,None,None,None
6771,None,None,None,None,None,None,None,None
6772,None,None,None,None,None,None,None,None
6773,None,None,None,None,None,None,None,None
6774,None,None,None,None,None,None,None,None
6775,None,None,None,None,None,None,None,None
6776,None,None,None,None,None,None,None,None
6777,CCCCCCCCCCCCOC(C(O)C(O)C(O)CO)C(O)=N,InChIKey=PPNTXDGRNHNAJN-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,Aliphatic acyclic compounds
6778,None,None,None,None,None,None,None,None
6779,None,None,None,None,None,None,None,None
6780,None,None,None,None,None,None,None,None
6781,CCCCCC,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,Aliphatic acyclic compounds
6782,None,None,None,None,None,None,None,None
6783,None,None,None,None,None,None,None,None
6784,None,None,None,None,None,None,None,None
6785,None,None,None,None,None,None,None,None
6786,None,None,None,None,None,None,None,None
6787,None,None,None,None,None,None,None,None
6788,None,None,None,None,None,None,None,None
6789,CCCCCCC=CCCCCCCCC(=O)OCC(O)COP(O)(=O)OCCN,InChIKey=DSOWUEHXZJUNID-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,1-acyl-sn-glycero-3-phosphoethanolamines,Aliphatic acyclic compounds
6790,None,None,None,None,None,None,None,None
6791,None,None,None,None,None,None,None,None
6792,CCCCCCCCCCCCCC(O)C(N)CO,InChIKey=ZKLREJQHRKUJHD-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,"1,2-aminoalcohols",Aliphatic acyclic compounds
6793,None,None,None,None,None,None,None,None
6794,None,None,None,None,None,None,None,None
6795,OC(=O)C(P)(C1CCCCC1)C1CCCCC1,InChIKey=APEBALAMLOQIBJ-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,Carboxylic acids,Aliphatic homomonocyclic compounds
6796,None,None,None,None,None,None,None,None
6797,CCCCCCCCCCN(CCCC)C1=CC=CC=C1,InChIKey=WTWLJBGTGTWWQP-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Dialkylarylamines,Aromatic homomonocyclic compounds
6798,None,None,None,None,None,None,None,None
6799,None,None,None,None,None,None,None,None
6800,CCCC(=O)CCCCCC(O)=NC(C)C(=O)OC,InChIKey=VZJWUONKSRFBMF-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,Aliphatic acyclic compounds
6801,None,None,None,None,None,None,None,None
6802,COc1cc(=O)oc(C=CC=CC=O)c1C,InChIKey=MLFGJPIHJMFFLG-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrans,Pyranones and derivatives,Pyranones and derivatives,Aromatic heteromonocyclic compounds
6803,CCCCCC,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,Aliphatic acyclic compounds
6804,CCCCCCCCCCCC=CCCCC(N)=O,InChIKey=OQFNCGTZBGDXMG-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Fatty amides,Aliphatic acyclic compounds
6805,None,None,None,None,None,None,None,None
6806,CCCC(=O)OCC(N=C(C)O)C(OC(CO)C(C)OC(=O)CCC)OC(=O)CCC,InChIKey=CSQNBWIXWQTOIA-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,Aliphatic acyclic compounds
6807,None,None,None,None,None,None,None,None
6808,NCC(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)C(O)CO,InChIKey=OTDKUJKOQRCYGM-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,Aliphatic heteromonocyclic compounds
6809,None,None,None,None,None,None,None,None
6810,None,None,None,None,None,None,None,None
