	rank	#adducts	#predictedFPs	Confidence_Score	CSI:FingerID_Score	Zodiac_Score	TreeIsotope_Score	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	id	Original_Path	scan	sirius_id	experimentName
2774	2775	3	3	0.08965473925141590	-123.61141038162800	1.0	17.568096818104000	C24H46O3	[M + H3N + H]+	KSARJTPOMPWDIS	"InChI=1S/C24H46O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18-21-24(26)27-23-20-17-16-19-22-25/h9-10,25H,2-8,11-23H2,1H3"		CCCCCCCCC=CCCCCCCCC(=O)OCCCCCCO		15010991;19746546;54010556	PubChem:(15010991 19746546 54010556)	2	2774	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	8173	6880_spectrumfile-00000_8173	8173
2775	2776	1	4	0.0896462252980335	-189.85838346488800	0.8030150753768850	180.90358031662500	C14H27NO5	[M + K]+	MYJQDCVBDYLXEO	"InChI=1S/C14H27NO5/c1-7(2)9(13(17)18)5-11(15)12(16)6-10(8(3)4)14(19)20/h7-12,16H,5-6,15H2,1-4H3,(H,17,18)(H,19,20)"		CC(C)C(CC(C(CC(C(C)C)C(=O)O)O)N)C(=O)O		16118223	PubChem:(16118223)	2	2775	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	9609	7863_spectrumfile-00000_9609	9609
2776	2777	1	1	0.0896057880323798	-323.56252143582400	1.0	48.94009437913640	C27H51N5O7	[M + H]+	CWWXSYHPKADBPP	"InChI=1S/C27H51N5O7/c1-14(2)9-18(28)23(34)29-19(10-15(3)4)25(36)32-22(13-33)26(37)30-20(11-16(5)6)24(35)31-21(27(38)39)12-17(7)8/h14-22,33H,9-13,28H2,1-8H3,(H,29,34)(H,30,37)(H,31,35)(H,32,36)(H,38,39)"	"L-Leucine, L-leucyl-L-leucyl-L-seryl-L-leucyl-"	CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O)N		10175072	PubChem:(10175072)	2	2776	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	8659	7180_spectrumfile-00000_8659	8659
2777	2778	1	2	0.08948648076431750	-182.79991606242400	0.9899497487437190	20.24729245240620	C22H44O9	[M + Na]+	QMYWNMCCUCCYQB	"InChI=1S/C22H44O9/c1-5-6-7-8-9-10-11-12-13-14-16-25-26-19-18-24-20-22(3)29-31-27-17-15-21(2)28-30-23-4/h22H,2,5-20H2,1,3-4H3"		CCCCCCCCCCCCOOCCOCC(C)OOOCCC(=C)OOOC		117926469	PubChem:(117926469)	2	2777	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	6685	5731_spectrumfile-00000_6685	6685
2778	2779	1	1	0.08947136319392040	-261.06327933303300	1.0	155.1246126155730	C12H22N3O2	[M + H]+	UGMVXLHOUVCPLU	"InChI=1S/C12H22N3O2/c1-4-6-7-10(5-2)8-14-12(17)11(15-13)9(3)16/h10,13H,4-8H2,1-3H3,(H,14,17)"	(2Z)-N-(2-ethylhexyl)-2-$l^{2}-azanylimino-3-oxobutanamide	CCCCC(CC)CNC(=O)C(=N[NH])C(=O)C		59378922	PubChem:(59378922)	2	2778	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	2416	2135_spectrumfile-00000_2416	2416
2779	2780	1	1	0.08946150629805190	-327.45200687351000	0.0	33.51615740672530	C36H56N4O6	[M + H]+	HNDVMYZJUIGFPS	"InChI=1S/C36H56N4O6/c1-27(2)31(39-35(43)45-25-29-19-13-11-14-20-29)33(41)37-23-17-9-7-5-6-8-10-18-24-38-34(42)32(28(3)4)40-36(44)46-26-30-21-15-12-16-22-30/h11-16,19-22,27-28,31-32,35,39,43H,5-10,17-18,23-26H2,1-4H3,(H,37,41)(H,38,42)(H,40,44)"		CC(C)C(C(=O)NCCCCCCCCCCNC(=O)C(C(C)C)NC(=O)OCC1=CC=CC=C1)NC(O)OCC2=CC=CC=C2		72700344	PubChem:(72700344)	2	2779	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	3382	3028_spectrumfile-00000_3382	3382
2780	2781	1	1	0.0894541157961226	-279.9438822877560	0.9834170854271360	196.50900937559400	C22H35NO6	[M + H]+	CQWDNBFIKUDJAN	"InChI=1S/C22H35NO6/c1-18(10-6-7-16-22(26,27)28)11-9-12-19-14-15-20(24)23(19)17-8-4-3-5-13-21(25)29-2/h9,12,18-19,26-28H,3-5,8,10-11,13-17H2,1-2H3"		CC(CC=CC1CCC(=O)N1CCCCCCC(=O)OC)CC#CCC(O)(O)O		90425918	PubChem:(90425918)	2	2780	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	9037	7406_spectrumfile-00000_9037	9037
2781	2782	2	2	0.08944638450644020	-277.97604947362900	1.0	32.76458849317770	C25H46N4O9	[M + H3N + H]+	QMOPWGUHCOMYNX	"InChI=1S/C25H46N4O9/c1-2-3-4-5-6-7-8-9-10-11-26-21(30)16-28(18-23(33)34)14-12-27(17-22(31)32)13-15-29(19-24(35)36)20-25(37)38/h2-20H2,1H3,(H,26,30)(H,31,32)(H,33,34)(H,35,36)(H,37,38)"	2-[2-[bis(carboxymethyl)amino]ethyl-[2-[carboxymethyl-[2-oxo-2-(undecylamino)ethyl]amino]ethyl]amino]acetic acid	CCCCCCCCCCCNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O		20082962	PubChem:(20082962)	2	2781	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	920	855_spectrumfile-00000_920	920
2782	2783	1	1	0.08944173669602900	-247.49691545492800	1.0	184.37616272506200	C15H23NO7	[M + H]+	CLSZEDNHEOLFNA	"InChI=1S/C15H23NO7/c1-7(3-4-11(17)8(2)14(20)21)10-6-16-13(15(22)23)9(10)5-12(18)19/h3,8-11,13,16-17H,4-6H2,1-2H3,(H,18,19)(H,20,21)(H,22,23)"		CC(C(CC=C(C)C1CNC(C1CC(=O)O)C(=O)O)O)C(=O)O			KEGG Mine:(null)	8589934592	2782	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	9823	8053_spectrumfile-00000_9823	9823
2783	2784	1	1	0.08941268773452670	-182.308588903461	0.9994974874371860	43.026263498764300	C12H12O9	[M + H]+	JQWSQGCMDRDFFK	"InChI=1S/C12H12O9/c1-19-10(16)4-7(13)5(11(17)20-2)9(15)6(8(4)14)12(18)21-3/h13-15H,1-3H3"	"Trimesic acid, 2,4,6-trihydroxy-, trimethyl ester"	COC(=O)C1=C(C(=C(C(=C1O)C(=O)OC)O)C(=O)OC)O		622691	PubChem:(622691)	2	2783	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	7592	6441_spectrumfile-00000_7592	7592
2784	2785	3	3	0.08940692391536780	-181.05035634922900	1.0	282.29551499713900	C40H54O4	[M - H2O + H]+	KYQALIULWODJAP	"InChI=1S/C40H54O4/c1-27(17-13-19-29(3)21-23-33-31(5)37(43)35(41)25-39(33,7)8)15-11-12-16-28(2)18-14-20-30(4)22-24-34-32(6)38(44)36(42)26-40(34,9)10/h11-24,31,33,35-36,41-42H,25-26H2,1-10H3"	"(6S)-6-hydroxy-3-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-18-[(4S)-4-hydroxy-2,2,6-trimethyl-5-oxocyclohexyl]-3,7,12,16-tetramethyloctadeca-1,3,5,7,9,11,13,15,17-nonaenyl]-2,4,4-trimethylcyclohex-2-en-1-one"	CC1C(C(CC(C1=O)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)C(CC2(C)C)O)C)C)C		58689925;59340800	PubChem:(58689925 59340800);KEGG Mine:(null)	8589934594	2784	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5204	4499_spectrumfile-00000_5204	5204
2785	2786	1	1	0.0893576849504012	-155.06194730102900	1.0	37.193086188153500	C5H3N3O6	[M + K]+	OPGJGRWULGFTOS	"InChI=1S/C5H3N3O6/c9-3-2(8(13)14)1(4(10)11)6-5(12)7-3/h(H,10,11)(H2,6,7,9,12)"	Nitro-orotic acid	C1(=C(NC(=O)NC1=O)C(=O)O)[N+](=O)[O-]		103442;3396258	PubChem:(103442 3396258);PubMed:(null);ZINC bio:(ZINC04261830 ZINC19790482)	8386	2785	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	1440	1222_spectrumfile-00000_1440	1440
2786	2787	1	1	0.0892967733118309	-106.57921642954500	1.0	7.828793853006000	C11H23NO2	[M + H]+	CDOCEUKSKDRXNW	"InChI=1S/C11H23NO2/c1-5-7-8-10(6-2)12-9(3)11(13)14-4/h9-10,12H,5-8H2,1-4H3"		CCCCC(CC)NC(C)C(=O)OC		63944927;63946344	PubChem:(63944927 63946344)	2	2786	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	2724	2418_spectrumfile-00000_2724	2724
2787	2788	1	2	0.08925911612902540	-218.81917628819900	0.01055276381909550	102.36707355565200	C20H37N3O6	[M + H]+	AKCULTYGTIYOEH	"InChI=1S/C20H37N3O6/c1-14(2)12-15(18(26)28-6)23-17(25)13-22-16(24)10-8-7-9-11-21-19(27)29-20(3,4)5/h14-15H,7-13H2,1-6H3,(H,21,27)(H,22,24)(H,23,25)"		CC(C)CC(C(=O)OC)NC(=O)CNC(=O)CCCCCNC(=O)OC(C)(C)C		102332601	PubChem:(102332601)	2	2787	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	9497	7766_spectrumfile-00000_9497	9497
2788	2789	1	4	0.08921410242641200	-160.12429791005000	0.015075376884422100	125.3316375868240	C15H22O8	[M + Na]+	RZXINMVNLFYKDE	"InChI=1S/C15H22O8/c1-8(16)22-12-7-13(23-9(2)17)11(6-15(19)21-4)10(12)5-14(18)20-3/h10-13H,5-7H2,1-4H3"	"methyl 2-[3,5-diacetyloxy-2-(2-methoxy-2-oxoethyl)cyclopentyl]acetate"	CC(=O)OC1CC(C(C1CC(=O)OC)CC(=O)OC)OC(=O)C		23331409;70594558	PubChem:(23331409 70594558)	2	2788	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	6655	5702_spectrumfile-00000_6655	6655
2789	2790	3	3	0.08919484735422040	-291.7878685413430	0.9949748743718590	141.6399798938360	C23H33NO7	[M - H2O + H]+	IJWZDRZFIHPLCO	"InChI=1S/C23H33NO7/c1-12(24-31-11-20(28)29)13-5-7-23(30)15-8-17(25)16-9-18(26)19(27)10-21(16,2)14(15)4-6-22(13,23)3/h8,13-14,16,18-19,26-27,30H,4-7,9-11H2,1-3H3,(H,28,29)"		CC(=NOCC(=O)O)C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O		130304004	PubChem:(130304004)	2	2789	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	9039	7408_spectrumfile-00000_9039	9039
2790	2791	1	1	0.08917816620364910	-246.87904788635900	0.9924623115577890	31.146289563740900	C30H40O11	[M + H]+	LXUGXADNHIOJAZ	"InChI=1S/C30H40O11/c1-15-10-11-24(38-18(4)32)22(14-37-17(3)31)12-26(40-20(6)34)23-13-25(39-19(5)33)16(2)27(30(23,8)9)29(28(15)36)41-21(7)35/h10,12,23-26,29H,11,13-14H2,1-9H3"		CC1=CCC(C(=CC(C2CC(C(=C(C2(C)C)C(C1=O)OC(=O)C)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C		100959011	PubChem:(100959011)	2	2790	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	7139	6124_spectrumfile-00000_7139	7139
2791	2792	1	1	0.08911676302609070	-119.48746693025500	1.0	180.3921221207360	C15H18O2	[M + H]+	LOWUURLXSKVQTP	"InChI=1S/C15H18O2/c1-9-5-4-7-15(3)8-6-11-10(2)14(16)17-13(11)12(9)15/h4,7,11,13H,2,5-6,8H2,1,3H3"		CC1=C2[C@@H]3[C@@H](CC[C@]2(C=CC1)C)C(=C)C(=O)O3			Natural Products:(UNPD37517)	32768	2791	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	1389	1171_spectrumfile-00000_1389	1389
2792	2793	4	6	0.0890829920289714	-266.9156036745170	0.6703517587939700	30.636197976724200	C22H41N5O8	[M - H2O + H]+	FQHHQFCCECHWTG	"InChI=1S/C22H41N5O8/c1-11(2)9-13(24)18(30)21(33)25-14(7-5-6-8-23)19(31)27-17(12(3)4)20(32)26-15(22(34)35)10-16(28)29/h11-15,17-18,30H,5-10,23-24H2,1-4H3,(H,25,33)(H,26,32)(H,27,31)(H,28,29)(H,34,35)"		CC(C)CC(C(C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)O)O)N		12854536	PubChem:(12854536)	2	2792	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4494	3976_spectrumfile-00000_4494	4494
2793	2794	4	4	0.08899973911980280	-188.9715416239710	0.9979899497487440	42.17122445149390	C12H29N4O3P	[M - H4O2 + H]+	GTFTVHANFFISRW	"InChI=1S/C12H30N4O3P/c13-9-5-1-3-7-11(15)18-20(17)19-12(16)8-4-2-6-10-14/h11-12H,1-10,13-16H2/q+1"		C(CCC(N)O[P+](=O)OC(CCCCCN)N)CCN		87468318	PubChem:(87468318)	2	2793	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	311	288_spectrumfile-00000_311	311
2794	2795	4	4	0.08893395366725710	-168.0046618851680	0.9979899497487440	79.1787079234985	C31H48O6	[M + H3N + H]+	CVYJRCWMLBVKOO	"InChI=1S/C31H48O6/c1-4-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-25-31(34)37-28(26-35-29(32)23-5-2)27-36-30(33)24-6-3/h7-8,10-11,13-14,16-17,19-20,28H,4-6,9,12,15,18,21-27H2,1-3H3"		CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC		101499035	PubChem:(101499035)	2	2794	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	3224	2875_spectrumfile-00000_3224	3224
2795	2796	3	4	0.08888554564397450	-163.81395737106900	0.10251256281407000	106.41653672275100	C24H38O6	[M - H4O2 + H]+	JBGIKUMBDXMSAS	"InChI=1S/C24H38O6/c1-3-16-9-11-20(25)18(14-16)24(23(29)30,13-7-5-6-8-22(27)28)19-15-17(4-2)10-12-21(19)26/h3-4,16-21,25-26H,1-2,5-15H2,(H,27,28)(H,29,30)"		C=CC1CCC(C(C1)C(CCCCCC(=O)O)(C2CC(CCC2O)C=C)C(=O)O)O		66987434	PubChem:(66987434)	2	2795	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	3023	2695_spectrumfile-00000_3023	3023
2796	2797	3	26	0.08887913347245520	-235.5097852410410	0.03467336683417090	98.03578581065370	C33H60O13	[M - H2O + H]+	PRDGJPIXFNSPOW	"InChI=1S/C33H60O13/c1-21(35)17-15-13-11-9-7-5-4-6-8-10-12-14-16-18-26(37)45-32-25(20-42-23(3)36)44-33(30(41)29(32)40)46-31-22(2)43-24(19-34)27(38)28(31)39/h21-22,24-25,27-35,38-41H,4-20H2,1-3H3"		CC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)COC(=O)C)OC(=O)CCCCCCCCCCCCCCCC(C)O)O)O		117675429;121307558	PubChem:(117675429 121307558)	2	2796	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5219	4514_spectrumfile-00000_5219	5219
2797	2798	3	7	0.08884584789290610	-202.78451557615000	0.07085427135678390	106.29372648499800	C16H22O7P2	[M - H2O + H]+	JZMQERYCIHGXDC	"InChI=1S/C16H22O7P2/c1-5-8-9-10-15(7-3)21-25-19-13-16(22-23-25)11-17-24(18-12-16)20-14(4)6-2/h5-10H,2,4,11-13H2,1,3H3"		CC=CC=CC(=CC)OP1OCC2(COP(OC2)OC(=C)C=C)OO1		132192125	PubChem:(132192125)	2	2797	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	9505	7771_spectrumfile-00000_9505	9505
2798	2799	1	1	0.08883573783281680	-127.65656613935800	1.0	214.71624089074300	C15H26O4	[M + H]+	CIEVBZWAOCYSEX	"InChI=1S/C15H26O4/c1-10(2)15(3)8-4-5-11(9-15)12(14(18)19)6-7-13(16)17/h10-12H,4-9H2,1-3H3,(H,16,17)(H,18,19)"		CC(C)C1(CCCC(C1)C(CCC(=O)O)C(=O)O)C		89573698	PubChem:(89573698)	2	2798	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	1613	1393_spectrumfile-00000_1613	1613
2799	2800	1	1	0.08882320146908220	-129.21165966649100	1.0	36.84785306726530	C22H45NO3	[M + H]+	QZEJJPSZCXBLAI	"InChI=1S/C22H45NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-22(25)26-21-19-23-18-20-24/h23-24H,2-21H2,1H3"	2-((2-Hydroxyethyl)amino)ethyl stearate	CCCCCCCCCCCCCCCCCC(=O)OCCNCCO		114312	PubChem:(114312)	2	2799	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	541	508_spectrumfile-00000_541	541
2800	2801	3	3	0.0887761573003935	-123.19410873061200	1.0	16.776694758260000	C24H46O3	[M + H3N + H]+	KSARJTPOMPWDIS	"InChI=1S/C24H46O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18-21-24(26)27-23-20-17-16-19-22-25/h9-10,25H,2-8,11-23H2,1H3"		CCCCCCCCC=CCCCCCCCC(=O)OCCCCCCO		15010991;19746546;54010556	PubChem:(15010991 19746546 54010556)	2	2800	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	6585	5642_spectrumfile-00000_6585	6585
2801	2802	4	5	0.08869558340440520	-138.14993164869000	0.09246231155778900	50.86746593295290	C24H48O10	[M + H3N + H]+	DVGVOHFCQUKRNX	"InChI=1S/C24H48O10/c1-2-3-4-5-6-7-8-9-10-11-24(30)34-19-23(29)18-33-17-22(28)16-32-15-21(27)14-31-13-20(26)12-25/h20-23,25-29H,2-19H2,1H3"		CCCCCCCCCCCC(=O)OCC(COCC(COCC(COCC(CO)O)O)O)O		24826831	PubChem:(24826831)	2	2801	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	6385	5504_spectrumfile-00000_6385	6385
2802	2803	1	4	0.08861829524289280	-187.6998179562300	0.29246231155778900	49.36897599911340	C12H24N6O6	[M + Na]+	RTRFEKIHVSZURN	"InChI=1S/C12H24N6O6/c1-2-24-12(20)17-16-11(19)14-3-5-21-7-9-23-10-8-22-6-4-15-18-13/h2-10H2,1H3,(H,17,20)(H2,14,16,19)"		CCOC(=O)NNC(=O)NCCOCCOCCOCCN=[N+]=[N-]		86718998	PubChem:(86718998)	2	2802	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	2647	2350_spectrumfile-00000_2647	2647
2803	2804	1	10	0.08859951084217890	-143.88919593816600	0.01407035175879400	33.200969846395700	C22H20O5	[M + Na]+	NXOGQWPXCLNEFC	"InChI=1S/C22H20O5/c1-13-19(21(23)15-9-5-7-11-17(15)25-3)20(14(2)27-13)22(24)16-10-6-8-12-18(16)26-4/h5-12H,1-4H3"	"[4-(2-methoxybenzoyl)-2,5-dimethylfuran-3-yl]-(2-methoxyphenyl)methanone"	CC1=C(C(=C(O1)C)C(=O)C2=CC=CC=C2OC)C(=O)C3=CC=CC=C3OC		21813187	PubChem:(21813187)	2	2803	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	8106	6835_spectrumfile-00000_8106	8106
2804	2805	1	1	0.08850864999655270	-71.62326617629170	1.0	35.23012608419570	C7H15O3P	[M + H]+	VQIOJCGKGZPUKP	"InChI=1S/C7H16O3P/c1-3-5-7-10-11(8)9-6-4-2/h3-7H2,1-2H3/q+1"		CCCCO[P+](=O)OCCC		12612883	PubChem:(12612883)	2	2804	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	2702	2396_spectrumfile-00000_2702	2702
2805	2806	2	2	0.08849495358715890	-308.8416293248400	1.0	235.70179425392300	C13H24N8O4	[M + H3N + H]+	LHJSLSOKVQFTHQ	"InChI=1S/C13H24N8O4/c1-3-24-12(22)17-7-5-15-10-19-9(14)20-11(21-10)16-6-8-18-13(23)25-4-2/h3-8H2,1-2H3,(H,17,22)(H,18,23)(H4,14,15,16,19,20,21)"	"ethyl N-[2-[[4-amino-6-[2-(ethoxycarbonylamino)ethylamino]-1,3,5-triazin-2-yl]amino]ethyl]carbamate"	CCOC(=O)NCCNC1=NC(=NC(=N1)N)NCCNC(=O)OCC		13627984	PubChem:(13627984)	2	2805	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	2050	1819_spectrumfile-00000_2050	2050
2806	2807	3	7	0.08846856411848580	-193.0122876059320	0.9824120603015080	86.94996799659620	C19H30O11	[M - H4O2 + H]+	LJKWMWRHSPHMOE	"InChI=1S/C19H30O11/c1-8-14-9(4-13(25-2)29-8)10(18(24)26-3)6-27-12(14)7-28-19-17(23)16(22)15(21)11(5-20)30-19/h6,8-9,11-17,19-23H,4-5,7H2,1-3H3"		C[C@H]1[C@@H]2[C@H](C[C@@H](O1)OC)C(=CO[C@H]2CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)OC			Natural Products:(UNPD225225 UNPD227310)	32768	2806	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	6261	5380_spectrumfile-00000_6261	6261
2807	2808	1	1	0.08831212113182120	-274.55695057302200	1.0	118.3183917025210	C18H27NO5S	[M + H]+	RHQCLRDGUKOCCB	"InChI=1S/C18H27NO5S/c1-10-4-3-7-18(2)15(24-18)14-11(6-5-10)12(17(22)23-14)8-25-9-13(19)16(20)21/h4,11-15H,3,5-9,19H2,1-2H3,(H,20,21)"		CC1=CCCC2(C(O2)C3C(CC1)C(C(=O)O3)CSCC(C(=O)O)N)C		11187816;60125952;72656727;88036004;90659241;90659242;90885402	PubChem:(11187816 60125952 72656727 88036004 90659241 90659242 90885402);PubMed:(null);Biocyc:(CPD-16773)	2242	2807	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4193	3678_spectrumfile-00000_4193	4193
2808	2809	4	4	0.08826123141448410	-143.04001347637900	1.0	36.4742857664464	C15H27NO5	[M - H2O + H]+	OBACDZMAJJOBJC	"InChI=1S/C15H27NO5/c1-2-3-4-5-6-7-8-9-13(17)16-12(15(20)21)10-11-14(18)19/h12H,2-11H2,1H3,(H,16,17)(H,18,19)(H,20,21)"	Caproyl glutamic acid	CCCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O		2831889;14192068;90830177;118470724	PubChem:(2831889 14192068 90830177 118470724);PubMed:(null)	66	2808	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	1684	1461_spectrumfile-00000_1684	1684
2809	2810	3	3	0.08823219435182530	-193.3156537264210	1.0	95.94772614128580	C21H32O8	[M - H2O + H]+	ZGNIDKSDDMXYIC	"InChI=1S/C21H32O8/c1-7-6-10(22)15(25)19(4)11(7)8(2)17-20(5)14(19)13(24)12(23)9(3)21(20,28)16(26)18(27)29-17/h8-10,12-17,22-26,28H,6H2,1-5H3"		C[C@H]1[C@@H]2[C@@]3([C@H]([C@H]([C@@H]([C@@H]([C@@]3([C@H](C(=O)O2)O)O)C)O)O)[C@@]4(C1=C(C[C@@H]([C@H]4O)O)C)C)C			Natural Products:(UNPD77906)	32768	2809	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	2101	1870_spectrumfile-00000_2101	2101
2810	2811	4	4	0.08823039081337100	-129.89621942885700	0.9994974874371860	44.51865137351590	C11H11N3O	[M + H3N + H]+	HARUKDOMEBNBIV	"InChI=1S/C11H11N3O/c1-8-7-10(12)11(15)14(13-8)9-5-3-2-4-6-9/h2-7H,12H2,1H3"	Metamfazone	CC1=NN(C(=O)C(=C1)N)C2=CC=CC=C2		176887	PubChem:(176887)	2	2810	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	6066	5188_spectrumfile-00000_6066	6066
2811	2812	1	1	0.08813860222787880	-295.1718175437010	0.9974874371859300	30.424547291347100	C20H39N5O11	[M + H]+	ZYGXXHSICCSMDE	"InChI=1S/C20H39N5O11/c1-7(28)25-4-12-14(30)15(31)13(24)20(34-12)36-18-10(23)2-9(22)17(16(18)32)35-19(11(29)3-21)33-8(5-26)6-27/h5,8-20,27,29-32H,2-4,6,21-24H2,1H3,(H,25,28)"		CC(=O)NCC1C(C(C(C(O1)OC2C(CC(C(C2O)OC(C(CN)O)OC(CO)C=O)N)N)N)O)O			KEGG Mine:(null)	8589934592	2811	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	868	808_spectrumfile-00000_868	868
2812	2813	1	1	0.08812810227778250	-306.1547223369430	0.9944723618090450	59.389547295339900	C18H31N5O7	[M + H]+	VJFXUHNWZQBGIR	"InChI=1S/C18H31N5O7/c1-3-5-7-19-16(28)11-12(17(29)20-8-6-4-2)23(22-21-11)18-15(27)14(26)13(25)10(9-24)30-18/h10,13-15,18,24-27H,3-9H2,1-2H3,(H,19,28)(H,20,29)"		CCCCNC(=O)C1=C(N(N=N1)C2C(C(C(C(O2)CO)O)O)O)C(=O)NCCCC		11091270	PubChem:(11091270)	2	2812	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	8269	6957_spectrumfile-00000_8269	8269
2813	2814	1	1	0.08812001207732020	-168.50408897651700	1.0	111.62698375352800	C28H46O5	[M + H]+	HTLKGNBQHGNXIH	"InChI=1S/C28H46O5/c1-3-5-7-9-10-12-17-21-28(30)33-26(23-31-22-25-18-14-13-15-19-25)24-32-27(29)20-16-11-8-6-4-2/h13-15,18-19,26H,3-12,16-17,20-24H2,1-2H3"		CCCCCCCCCC(=O)OC(COCC1=CC=CC=C1)COC(=O)CCCCCCC		102454979	PubChem:(102454979)	2	2813	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4431	3914_spectrumfile-00000_4431	4431
2814	2815	1	2	0.08810053218499350	-185.48093854095700	0.7663316582914570	114.503203838388	C19H39O5P	[M + H]+	NJRNJAYOLOTBND	"InChI=1S/C19H39O5P/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19(20)24-2)25(21,22)23/h18H,3-17H2,1-2H3,(H2,21,22,23)"		CCCCCCCCCCCCCCCCC(C(=O)OC)P(=O)(O)O		129728041	PubChem:(129728041)	2	2814	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4223	3708_spectrumfile-00000_4223	4223
2815	2816	1	5	0.08807297495802250	-278.9920642945950	0.0135678391959799	108.72231567480600	C37H65NO6	[M + Na]+	ITPXJRMVQZKZSQ	"InChI=1S/C37H65NO6/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-37(39)38-25-27-40-29-31-42-33-35-44-36-34-43-32-30-41-28-26-38/h2-12,17-36H2,1H3"		CCCCCCCCCCCCC#CC#CCCCCCCCCC(=O)N1CCOCCOCCOCCOCCOCC1		102007703	PubChem:(102007703)	2	2815	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	9187	7527_spectrumfile-00000_9187	9187
2816	2817	1	1	0.08806734047153800	-41.144587512932300	1.0	267.92935205670500	C18H34O3	[M + H]+	IQFLXCQCGPWINH	"InChI=1S/C18H34O3/c1-2-3-4-11-14-17(19)15-12-9-7-5-6-8-10-13-16-18(20)21/h1,17,19H,2-16H2,(H,20,21)"		[CH]CCCCCC(CCCCCCCCCCC(=O)O)O		58271402	PubChem:(58271402)	2	2816	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	376	351_spectrumfile-00000_376	376
