,scan,network,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
11883,21065,-1,,,,,
11884,21069,-1,,,,,
11885,21073,-1,,,,,
11886,21079,-1,,,,,
11887,21082,46,Lipids and lipid-like molecules;Glycerolipids;Glycosylglycerols,0.7853932584269663,subclass,89.0,In silico
11888,21086,-1,,,,,
11889,21089,245,,,,,
11890,21094,-1,,,,,
11891,21095,-1,,,,,
11892,21097,-1,,,,,
11893,21103,334,Lipids and lipid-like molecules,1.1,superclass,5.0,In silico
11894,21105,3062,Lipids and lipid-like molecules;Sphingolipids;Ceramides,1.0,subclass,1.0,In silico
11895,21106,-1,,,,,
11896,21110,334,Lipids and lipid-like molecules,1.1,superclass,5.0,In silico
11897,21111,-1,,,,,
11898,21117,46,Lipids and lipid-like molecules;Glycerolipids;Glycosylglycerols,0.7853932584269663,subclass,89.0,In silico
11899,21118,-1,,,,,
11900,21119,-1,,,,,
11901,21121,-1,,,,,
11902,21131,7,Lipids and lipid-like molecules,0.9936170212765957,superclass,94.0,In silico
11903,21135,206,,,,,
11904,21136,632,,,,,
11905,21139,-1,,,,,
11906,21147,-1,,,,,
11907,21149,-1,,,,,
11908,21159,-1,,,,,
11909,21165,409,,,,,
11910,21167,-1,,,,,
11911,21172,3127,Lipids and lipid-like molecules;Sphingolipids,1.0,class,1.0,In silico
11912,21176,-1,,,,,
11913,21180,881,,,,,
11914,21182,871,Organic oxygen compounds;Organooxygen compounds;Ethers,1.0,subclass,1.0,In silico
11915,21183,691,Lipids and lipid-like molecules,1.0,superclass,2.0,In silico
11916,21190,-1,,,,,
11917,21191,-1,,,,,
11918,21192,-1,,,,,
11919,21195,-1,,,,,
11920,21198,-1,,,,,
11921,21199,-1,,,,,
11922,21201,-1,,,,,
11923,21204,-1,,,,,
11924,21206,-1,,,,,
11925,21209,-1,,,,,
11926,21211,-1,,,,,
11927,21213,-1,,,,,
11928,21214,-1,,,,,
11929,21218,-1,,,,,
11930,21230,-1,,,,,
11931,21236,594,Lipids and lipid-like molecules;Prenol lipids;Quinone and hydroquinone lipids,1.0,subclass,1.0,Library
11932,21239,-1,,,,,
11933,21249,-1,,,,,
11934,21251,-1,,,,,
11935,21257,978,Lipids and lipid-like molecules;Sphingolipids,1.1,class,15.0,In silico
11936,21266,-1,,,,,
11937,21275,85,Organic oxygen compounds,0.6977011494252874,superclass,87.0,In silico
11938,21276,-1,,,,,
11939,21277,-1,,,,,
11940,21278,31,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,1.1,subclass,7.0,Library
11941,21279,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
11942,21280,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
11943,21281,-1,,,,,
11944,21282,3956,Organoheterocyclic compounds;Indoles and derivatives;Indoles,1.0,subclass,2.0,In silico
11945,21283,95,Lipids and lipid-like molecules,0.7142857142857143,superclass,14.0,In silico
11946,21284,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
11947,21285,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
11948,21286,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
11949,21287,-1,,,,,
11950,21288,-1,,,,,
11951,21289,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
11952,21290,95,Lipids and lipid-like molecules,0.7142857142857143,superclass,14.0,In silico
11953,21291,95,Lipids and lipid-like molecules,0.7142857142857143,superclass,14.0,In silico
11954,21293,-1,,,,,
11955,21294,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
11956,21295,3956,Organoheterocyclic compounds;Indoles and derivatives;Indoles,1.0,subclass,2.0,In silico
11957,21296,-1,,,,,
11958,21297,-1,,,,,
11959,21298,95,Lipids and lipid-like molecules,0.7142857142857143,superclass,14.0,In silico
11960,21299,-1,,,,,
11961,21300,-1,,,,,
11962,21302,2220,,,,,
11963,21303,31,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,1.1,subclass,7.0,Library
11964,21304,163,Lipids and lipid-like molecules,0.7588235294117647,superclass,85.0,In silico
11965,21305,-1,,,,,
11966,21306,-1,,,,,
11967,21307,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
11968,21308,820,Lipids and lipid-like molecules,0.85,superclass,28.0,In silico
11969,21310,-1,,,,,
11970,21311,-1,,,,,
11971,21312,-1,,,,,
11972,21313,-1,,,,,
11973,21314,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
11974,21315,-1,,,,,
11975,21316,-1,,,,,
11976,21317,95,Lipids and lipid-like molecules,0.7142857142857143,superclass,14.0,In silico
11977,21318,264,Lipids and lipid-like molecules;Prenol lipids,1.0,class,12.0,Library
11978,21319,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
11979,21320,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
11980,21321,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
11981,21322,-1,,,,,
11982,21323,-1,,,,,
11983,21324,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
11984,21325,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
11985,21326,-1,,,,,
11986,21327,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
11987,21328,-1,,,,,
11988,21329,-1,,,,,
11989,21330,311,Lipids and lipid-like molecules;Prenol lipids,0.975,class,8.0,In silico
11990,21331,-1,,,,,
11991,21332,89,Lipids and lipid-like molecules,0.7999999999999999,superclass,60.0,In silico
11992,21333,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
11993,21334,-1,,,,,
11994,21335,318,Lipids and lipid-like molecules;Sphingolipids,0.9,class,25.0,In silico
11995,21336,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
11996,21337,1132,Organic acids and derivatives,0.7,superclass,5.0,In silico
11997,21338,-1,,,,,
11998,21339,1646,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,1.1,subclass,3.0,In silico
11999,21340,1871,,,,,
12000,21341,-1,,,,,
12001,21342,-1,,,,,
12002,21343,-1,,,,,
12003,21344,3003,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.0,subclass,2.0,In silico
12004,21345,264,Lipids and lipid-like molecules;Prenol lipids,1.0,class,12.0,Library
12005,21346,-1,,,,,
12006,21347,-1,,,,,
12007,21348,-1,,,,,
12008,21349,-1,,,,,
12009,21350,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
12010,21351,-1,,,,,
12011,21352,-1,,,,,
12012,21353,-1,,,,,
12013,21354,-1,,,,,
12014,21356,-1,,,,,
12015,21357,-1,,,,,
12016,21359,-1,,,,,
12017,21360,512,,,,,
12018,21361,-1,,,,,
12019,21362,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
12020,21363,9,Organic nitrogen compounds;Organonitrogen compounds;Amines,0.8235294117647058,subclass,34.0,In silico
12021,21364,-1,,,,,
12022,21365,670,Benzenoids,0.5384615384615384,superclass,13.0,In silico
12023,21366,-1,,,,,
12024,21367,-1,,,,,
12025,21368,-1,,,,,
12026,21369,-1,,,,,
12027,21371,264,Lipids and lipid-like molecules;Prenol lipids,1.0,class,12.0,Library
12028,21372,1310,Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,0.75,subclass,4.0,In silico
12029,21373,-1,,,,,
12030,21374,1646,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,1.1,subclass,3.0,In silico
12031,21375,3754,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,0.7666666666666666,subclass,3.0,In silico
12032,21376,-1,,,,,
12033,21377,-1,,,,,
12034,21379,1583,Lipids and lipid-like molecules;Fatty Acyls;Fatty amides,1.1,subclass,2.0,In silico
12035,21381,-1,,,,,
12036,21383,337,Organic nitrogen compounds;Organonitrogen compounds;Amines,0.85,subclass,40.0,In silico
12037,21384,-1,,,,,
12038,21385,3820,,,,,
12039,21386,-1,,,,,
12040,21387,-1,,,,,
12041,21388,-1,,,,,
12042,21389,-1,,,,,
12043,21390,-1,,,,,
12044,21391,-1,,,,,
12045,21392,754,Lipids and lipid-like molecules;Sphingolipids;Ceramides,0.8,subclass,5.0,In silico
12046,21393,-1,,,,,
12047,21394,-1,,,,,
12048,21395,-1,,,,,
12049,21397,-1,,,,,
12050,21398,670,Benzenoids,0.5384615384615384,superclass,13.0,In silico
12051,21399,-1,,,,,
12052,21400,754,Lipids and lipid-like molecules;Sphingolipids;Ceramides,0.8,subclass,5.0,In silico
12053,21401,-1,,,,,
12054,21402,2399,Lipids and lipid-like molecules;Sphingolipids;Ceramides,1.1,subclass,2.0,In silico
12055,21404,-1,,,,,
12056,21405,-1,,,,,
12057,21406,318,Lipids and lipid-like molecules;Sphingolipids,0.9,class,25.0,In silico
12058,21408,-1,,,,,
12059,21410,-1,,,,,
12060,21411,-1,,,,,
12061,21412,1166,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,0.8,subclass,5.0,In silico
12062,21413,-1,,,,,
12063,21414,1583,Lipids and lipid-like molecules;Fatty Acyls;Fatty amides,1.1,subclass,2.0,In silico
12064,21415,2220,,,,,
12065,21417,-1,,,,,
12066,21418,-1,,,,,
12067,21420,820,Lipids and lipid-like molecules,0.85,superclass,28.0,In silico
12068,21422,-1,,,,,
12069,21423,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
12070,21424,-1,,,,,
12071,21425,-1,,,,,
12072,21426,95,Lipids and lipid-like molecules,0.7142857142857143,superclass,14.0,In silico
12073,21427,-1,,,,,
12074,21428,-1,,,,,
12075,21429,-1,,,,,
12076,21430,-1,,,,,
12077,21431,-1,,,,,
12078,21432,-1,,,,,
12079,21434,-1,,,,,
12080,21435,-1,,,,,
12081,21436,-1,,,,,
12082,21437,-1,,,,,
12083,21438,264,Lipids and lipid-like molecules;Prenol lipids,1.0,class,12.0,Library
12084,21439,-1,,,,,
12085,21441,-1,,,,,
12086,21442,3820,,,,,
12087,21444,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
12088,21446,-1,,,,,
12089,21447,264,Lipids and lipid-like molecules;Prenol lipids,1.0,class,12.0,Library
12090,21448,-1,,,,,
12091,21449,318,Lipids and lipid-like molecules;Sphingolipids,0.9,class,25.0,In silico
12092,21451,-1,,,,,
12093,21452,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
12094,21453,-1,,,,,
12095,21454,1646,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,1.1,subclass,3.0,In silico
12096,21455,-1,,,,,
12097,21456,-1,,,,,
12098,21457,-1,,,,,
12099,21459,-1,,,,,
12100,21460,95,Lipids and lipid-like molecules,0.7142857142857143,superclass,14.0,In silico
12101,21463,-1,,,,,
12102,21464,-1,,,,,
12103,21465,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
12104,21466,-1,,,,,
12105,21467,-1,,,,,
12106,21468,-1,,,,,
12107,21469,-1,,,,,
12108,21470,-1,,,,,
12109,21472,-1,,,,,
12110,21474,119,,,,,
12111,21478,405,Organoheterocyclic compounds;Azoles;Thiadiazoles,1.0534883720930233,subclass,43.0,In silico
12112,21479,312,,,,,
12113,21480,-1,,,,,
12114,21481,-1,,,,,
12115,21482,-1,,,,,
12116,21485,102,Lipids and lipid-like molecules,0.776056338028169,superclass,71.0,In silico
12117,21486,-1,,,,,
12118,21487,-1,,,,,
12119,21490,-1,,,,,
12120,21494,-1,,,,,
12121,21495,2050,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,1.0,subclass,2.0,In silico
12122,21499,-1,,,,,
12123,21501,-1,,,,,
12124,21503,-1,,,,,
12125,21505,-1,,,,,
12126,21506,-1,,,,,
12127,21509,1871,,,,,
12128,21510,-1,,,,,
12129,21511,-1,,,,,
12130,21513,-1,,,,,
12131,21514,-1,,,,,
12132,21517,-1,,,,,
12133,21519,264,Lipids and lipid-like molecules;Prenol lipids,1.0,class,12.0,Library
12134,21521,95,Lipids and lipid-like molecules,0.7142857142857143,superclass,14.0,In silico
12135,21523,-1,,,,,
12136,21526,264,Lipids and lipid-like molecules;Prenol lipids,1.0,class,12.0,Library
12137,21528,-1,,,,,
12138,21529,-1,,,,,
12139,21531,-1,,,,,
12140,21533,-1,,,,,
12141,21535,-1,,,,,
12142,21536,1369,,,,,
12143,21539,-1,,,,,
12144,21540,-1,,,,,
12145,21541,-1,,,,,
12146,21543,-1,,,,,
12147,21547,-1,,,,,
12148,21549,-1,,,,,
12149,21550,-1,,,,,
12150,21551,-1,,,,,
12151,21552,-1,,,,,
12152,21554,-1,,,,,
12153,21555,-1,,,,,
12154,21558,-1,,,,,
12155,21561,-1,,,,,
12156,21562,264,Lipids and lipid-like molecules;Prenol lipids,1.0,class,12.0,Library
12157,21568,-1,,,,,
12158,21569,-1,,,,,
12159,21573,-1,,,,,
12160,21574,-1,,,,,
12161,21575,670,Benzenoids,0.5384615384615384,superclass,13.0,In silico
12162,21578,-1,,,,,
12163,21582,-1,,,,,
12164,21583,-1,,,,,
12165,21587,754,Lipids and lipid-like molecules;Sphingolipids;Ceramides,0.8,subclass,5.0,In silico
12166,21588,3754,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,0.7666666666666666,subclass,3.0,In silico
12167,21590,-1,,,,,
12168,21591,1006,Lipids and lipid-like molecules;Fatty Acyls;Fatty amides,1.1,subclass,3.0,In silico
12169,21592,-1,,,,,
12170,21594,-1,,,,,
12171,21598,189,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,0.7470588235294118,subclass,17.0,In silico
12172,21600,-1,,,,,
12173,21606,1025,,,,,
12174,21610,-1,,,,,
12175,21614,808,Organic acids and derivatives,0.6666666666666666,superclass,3.0,In silico
12176,21615,-1,,,,,
12177,21617,-1,,,,,
12178,21619,687,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,1.1,subclass,2.0,In silico
12179,21621,-1,,,,,
12180,21623,95,Lipids and lipid-like molecules,0.7142857142857143,superclass,14.0,In silico
12181,21625,-1,,,,,
12182,21628,-1,,,,,
12183,21629,-1,,,,,
12184,21631,-1,,,,,
12185,21632,-1,,,,,
12186,21633,-1,,,,,
12187,21636,-1,,,,,
12188,21638,512,,,,,
12189,21640,-1,,,,,
12190,21649,-1,,,,,
12191,21652,-1,,,,,
12192,21654,-1,,,,,
12193,21657,445,,,,,
12194,21658,-1,,,,,
12195,21660,-1,,,,,
12196,21664,363,Lipids and lipid-like molecules;Sphingolipids;Ceramides,0.9823529411764705,subclass,17.0,In silico
12197,21671,-1,,,,,
12198,21673,-1,,,,,
12199,21676,-1,,,,,
12200,21678,-1,,,,,
12201,21684,-1,,,,,
12202,21689,-1,,,,,
12203,21694,-1,,,,,
12204,21696,-1,,,,,
12205,21697,-1,,,,,
12206,21699,-1,,,,,
12207,21700,-1,,,,,
12208,21702,-1,,,,,
12209,21706,24,,,,,
12210,21707,-1,,,,,
12211,21710,-1,,,,,
12212,21711,-1,,,,,
12213,21716,-1,,,,,
12214,21721,-1,,,,,
12215,21725,754,Lipids and lipid-like molecules;Sphingolipids;Ceramides,0.8,subclass,5.0,In silico
12216,21729,-1,,,,,
12217,21730,1192,,,,,
12218,21732,-1,,,,,
12219,21734,-1,,,,,
12220,21736,2751,Benzenoids,0.6666666666666666,superclass,3.0,In silico
12221,21740,-1,,,,,
12222,21741,-1,,,,,
12223,21746,264,Lipids and lipid-like molecules;Prenol lipids,1.0,class,12.0,Library
12224,21750,-1,,,,,
12225,21753,-1,,,,,
12226,21754,-1,,,,,
12227,21758,-1,,,,,
12228,21759,-1,,,,,
12229,21761,-1,,,,,
12230,21765,-1,,,,,
12231,21768,-1,,,,,
12232,21770,-1,,,,,
12233,21778,-1,,,,,
12234,21779,-1,,,,,
12235,21784,-1,,,,,
12236,21786,-1,,,,,
12237,21788,-1,,,,,
12238,21792,-1,,,,,
12239,21793,-1,,,,,
12240,21796,233,Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,1.0,subclass,1.0,Library
12241,21806,-1,,,,,
12242,21812,-1,,,,,
12243,21817,-1,,,,,
12244,21818,43,Lipids and lipid-like molecules,0.8575757575757575,superclass,33.0,In silico
12245,21819,3688,Phenylpropanoids and polyketides;Macrolides and analogues,0.7666666666666666,class,3.0,In silico
12246,21820,-1,,,,,
12247,21835,-1,,,,,
12248,21837,337,Organic nitrogen compounds;Organonitrogen compounds;Amines,0.85,subclass,40.0,In silico
12249,21842,177,Lipids and lipid-like molecules;Sphingolipids;Ceramides,0.9,subclass,25.0,In silico
12250,21845,-1,,,,,
12251,21852,3510,Lipids and lipid-like molecules;Sphingolipids,1.0,class,1.0,In silico
12252,21859,-1,,,,,
12253,21860,1599,Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,1.1,subclass,2.0,In silico
12254,21867,-1,,,,,
12255,21872,1025,,,,,
12256,21877,-1,,,,,
12257,21879,-1,,,,,
12258,21880,-1,,,,,
12259,21891,318,Lipids and lipid-like molecules;Sphingolipids,0.9,class,25.0,In silico
12260,21895,-1,,,,,
12261,21898,-1,,,,,
12262,21900,1310,Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,0.75,subclass,4.0,In silico
12263,21903,-1,,,,,
12264,21910,1757,Lipids and lipid-like molecules;Prenol lipids,1.0,class,2.0,In silico
12265,21912,-1,,,,,
12266,21913,251,,,,,
12267,21928,-1,,,,,
12268,21933,-1,,,,,
12269,21936,-1,,,,,
12270,21938,-1,,,,,
12271,21940,-1,,,,,
12272,21945,-1,,,,,
12273,21950,-1,,,,,
12274,21955,-1,,,,,
12275,21958,-1,,,,,
12276,21959,-1,,,,,
12277,21968,1384,,,,3.0,In silico
12278,21972,251,,,,,
12279,21974,-1,,,,,
12280,21979,-1,,,,,
12281,21980,245,,,,,
12282,21986,763,Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphocholines,1.0,subclass,1.0,Library
12283,21988,-1,,,,,
12284,21992,136,,,,,
12285,21994,-1,,,,,
12286,22001,332,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",0.8384615384615385,subclass,65.0,In silico
12287,22010,-1,,,,,
12288,22013,-1,,,,,
12289,22018,-1,,,,,
12290,22020,-1,,,,,
12291,22021,-1,,,,,
12292,22024,3754,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,0.7666666666666666,subclass,3.0,In silico
12293,22026,-1,,,,,
12294,22029,-1,,,,,
12295,22035,-1,,,,,
12296,22043,-1,,,,,
12297,22049,-1,,,,,
12298,22051,-1,,,,,
12299,22053,-1,,,,,
12300,22056,-1,,,,,
12301,22062,-1,,,,,
12302,22064,-1,,,,,
12303,22067,-1,,,,,
12304,22068,-1,,,,,
12305,22074,-1,,,,,
12306,22076,-1,,,,,
12307,22084,-1,,,,,
12308,22085,-1,,,,,
12309,22090,-1,,,,,
12310,22091,-1,,,,,
12311,22095,-1,,,,,
12312,22098,-1,,,,,
12313,22100,-1,,,,,
12314,22114,-1,,,,,
12315,22120,-1,,,,,
12316,22121,-1,,,,,
12317,22131,-1,,,,,
12318,22140,-1,,,,,
12319,22149,560,Organic oxygen compounds,0.6,superclass,6.0,In silico
12320,22150,-1,,,,,
12321,22151,-1,,,,,
12322,22163,-1,,,,,
12323,22168,2123,,,,,
12324,22169,332,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",0.8384615384615385,subclass,65.0,In silico
12325,22173,-1,,,,,
12326,22174,-1,,,,,
12327,22175,2020,,,,,
12328,22176,40,Lipids and lipid-like molecules;Sphingolipids,0.7736842105263158,class,95.0,In silico
12329,22177,-1,,,,,
12330,22178,-1,,,,,
12331,22180,1268,Lipids and lipid-like molecules;Sphingolipids;Glycosphingolipids,1.05,subclass,20.0,In silico
12332,22181,1268,Lipids and lipid-like molecules;Sphingolipids;Glycosphingolipids,1.05,subclass,20.0,In silico
12333,22183,-1,,,,,
12334,22185,3646,Lipids and lipid-like molecules,1.1,superclass,2.0,In silico
12335,22187,1596,Organic oxygen compounds;Organooxygen compounds,0.8,class,5.0,In silico
12336,22189,-1,,,,,
12337,22192,-1,,,,,
12338,22193,51,Lipids and lipid-like molecules,0.6609756097560976,superclass,41.0,In silico
12339,22194,885,Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphoethanolamines,0.7999999999999999,subclass,10.0,In silico
12340,22195,3646,Lipids and lipid-like molecules,1.1,superclass,2.0,In silico
12341,22196,-1,,,,,
12342,22197,-1,,,,,
12343,22198,-1,,,,,
12344,22199,-1,,,,,
12345,22200,2020,,,,,
12346,22202,-1,,,,,
12347,22203,-1,,,,,
12348,22204,-1,,,,,
12349,22206,85,Organic oxygen compounds,0.6977011494252874,superclass,87.0,In silico
12350,22207,-1,,,,,
12351,22208,-1,,,,,
12352,22209,2020,,,,,
12353,22210,-1,,,,,
12354,22211,-1,,,,,
12355,22214,-1,,,,,
12356,22215,1596,Organic oxygen compounds;Organooxygen compounds,0.8,class,5.0,In silico
12357,22216,85,Organic oxygen compounds,0.6977011494252874,superclass,87.0,In silico
12358,22217,-1,,,,,
12359,22219,-1,,,,,
12360,22221,-1,,,,,
12361,22223,-1,,,,,
12362,22224,173,Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphocholines,1.0,subclass,4.0,Library
12363,22225,-1,,,,,
12364,22227,1057,Organoheterocyclic compounds;Heteroaromatic compounds,1.1,class,2.0,In silico
12365,22228,226,Lipids and lipid-like molecules,0.6842105263157895,superclass,19.0,In silico
12366,22231,-1,,,,,
12367,22234,-1,,,,,
12368,22235,-1,,,,,
12369,22237,-1,,,,,
12370,22240,610,,,,,
12371,22245,3084,,,,,
12372,22247,512,,,,,
12373,22249,40,Lipids and lipid-like molecules;Sphingolipids,0.7736842105263158,class,95.0,In silico
12374,22251,378,Organoheterocyclic compounds;Tetrapyrroles and derivatives;Chlorins,1.0,subclass,2.0,Library
12375,22254,-1,,,,,
12376,22256,-1,,,,,
12377,22260,-1,,,,,
12378,22263,40,Lipids and lipid-like molecules;Sphingolipids,0.7736842105263158,class,95.0,In silico
12379,22267,-1,,,,,
12380,22268,1762,,,,,
12381,22269,-1,,,,,
12382,22272,-1,,,,,
12383,22275,203,Lipids and lipid-like molecules;Sphingolipids,1.0,class,1.0,In silico
12384,22280,171,Organic acids and derivatives,0.5714285714285714,superclass,7.0,In silico
12385,22283,-1,,,,,
12386,22284,-1,,,,,
12387,22285,-1,,,,,
12388,22286,179,Organic acids and derivatives,1.1,superclass,66.0,In silico
12389,22287,186,,,,,
12390,22289,-1,,,,,
12391,22292,-1,,,,,
12392,22299,-1,,,,,
12393,22300,-1,,,,,
12394,22301,40,Lipids and lipid-like molecules;Sphingolipids,0.7736842105263158,class,95.0,In silico
12395,22304,-1,,,,,
12396,22305,2690,Lipids and lipid-like molecules;Fatty Acyls;Fatty amides,1.0,subclass,1.0,In silico
12397,22306,66,Organic acids and derivatives;Carboxylic acids and derivatives;Tricarboxylic acids and derivatives,1.0,subclass,2.0,In silico
12398,22308,-1,,,,,
12399,22309,-1,,,,,
12400,22312,-1,,,,,
12401,22321,-1,,,,,
12402,22330,-1,,,,,
12403,22334,222,Lipids and lipid-like molecules;Sphingolipids,0.8297297297297297,class,74.0,In silico
12404,22338,2690,Lipids and lipid-like molecules;Fatty Acyls;Fatty amides,1.0,subclass,1.0,In silico
12405,22344,1733,Lipids and lipid-like molecules;Sphingolipids;Glycosphingolipids,1.0,subclass,1.0,In silico
12406,22345,168,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.1,subclass,6.0,In silico
12407,22347,205,Lipids and lipid-like molecules;Sphingolipids,0.8888888888888888,class,9.0,In silico
12408,22352,1654,,,,,
12409,22355,40,Lipids and lipid-like molecules;Sphingolipids,0.7736842105263158,class,95.0,In silico
12410,22372,-1,,,,,
12411,22375,-1,,,,,
12412,22376,2381,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.1,subclass,2.0,In silico
12413,22377,289,Lipids and lipid-like molecules,1.0,superclass,2.0,In silico
12414,22378,531,Organic nitrogen compounds;Organonitrogen compounds;Amines,1.0,subclass,2.0,In silico
12415,22379,-1,,,,,
12416,22380,-1,,,,,
12417,22381,-1,,,,,
12418,22382,1730,Benzenoids,1.0,superclass,1.0,In silico
12419,22383,793,,,,,
12420,22384,-1,,,,,
12421,22385,-1,,,,,
12422,22386,170,,,,,
12423,22389,22,Organic nitrogen compounds;Organonitrogen compounds;Quaternary ammonium salts,1.0,subclass,1.0,Library
12424,22391,-1,,,,,
12425,22392,-1,,,,,
12426,22393,-1,,,,,
12427,22394,4185,Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphoethanolamines,1.1,subclass,2.0,Library
12428,22397,226,Lipids and lipid-like molecules,0.6842105263157895,superclass,19.0,In silico
12429,22398,226,Lipids and lipid-like molecules,0.6842105263157895,superclass,19.0,In silico
12430,22399,1693,Lipids and lipid-like molecules;Sphingolipids;Phosphosphingolipids,1.0,subclass,1.0,In silico
12431,22400,226,Lipids and lipid-like molecules,0.6842105263157895,superclass,19.0,In silico
12432,22401,-1,,,,,
12433,22402,4386,,,,,
12434,22403,4185,Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphoethanolamines,1.1,subclass,2.0,Library
12435,22404,-1,,,,,
12436,22405,-1,,,,,
12437,22406,-1,,,,,
12438,22407,204,,,,,
12439,22408,-1,,,,,
12440,22409,-1,,,,,
12441,22412,1693,Lipids and lipid-like molecules;Sphingolipids;Phosphosphingolipids,1.0,subclass,1.0,In silico
12442,22413,3392,Lipids and lipid-like molecules;Sphingolipids;Phosphosphingolipids,1.0,subclass,1.0,In silico
12443,22414,-1,,,,,
12444,22416,-1,,,,,
12445,22417,-1,,,,,
12446,22420,1935,,,,,
12447,22421,181,Lipids and lipid-like molecules;Sphingolipids,1.0305555555555557,class,72.0,In silico
12448,22422,204,,,,,
12449,22424,-1,,,,,
12450,22425,-1,,,,,
12451,22426,-1,,,,,
12452,22428,-1,,,,,
12453,22430,181,Lipids and lipid-like molecules;Sphingolipids,1.0305555555555557,class,72.0,In silico
12454,22431,-1,,,,,
12455,22432,-1,,,,,
12456,22433,173,Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphocholines,1.0,subclass,4.0,Library
12457,22441,22,Organic nitrogen compounds;Organonitrogen compounds;Quaternary ammonium salts,1.0,subclass,1.0,Library
12458,22442,-1,,,,,
12459,22444,-1,,,,,
